chr,coor_s,coor_e,ids
15,77471331,77778902,id216
20,15244121,15245942,id217
14,85534182,85563633,id218
6,113037410,113043565,id219
1,157485595,157487622,id220
12,35951583,35995382,id221
3,110328252,110356479,id222
3,62980458,62986552,id223
10,105745451,105748993,id224
17,62591721,62625864,id225
18,70984711,70986547,id226
10,114277450,114315577,id227
11,58747482,58758322,id228
12,90177730,90178843,id229
4,718771,736624,id230
9,130750378,130752277,id231
12,35619154,35622741,id232
2,68182204,68183991,id233
21,5420114,5421934,id234
9,94790759,94791897,id235
9,112507690,112508829,id236
2,172785533,172787507,id237
3,119546727,119553845,id238
4,106380596,106383949,id239
5,49805500,49809255,id240
10,114705614,114707375,id241
5,131996951,131998102,id242
10,63181823,63183813,id243
8,131723906,131726532,id244
4,135654464,135656498,id245
1,94763008,94764991,id246
17,19576401,19577450,id247
6,23473933,23475808,id248
17,41719846,41721928,id249
6,98616988,98619393,id250
15,88033294,88039228,id251
10,54822053,54830917,id252
14,63105840,63183948,id253
7,53410146,53516589,id254
3,158245787,158248260,id255
12,19075081,19076355,id256
14,13854775,13855874,id257
20,61756927,61758022,id258
8,43636959,43638259,id259
5,46683324,46780973,id260
11,57747628,57773015,id261
1,233782299,233871237,id262
2,123382862,123384517,id263
14,50517393,50521630,id265
10,59283381,59285426,id266
20,32602323,32603812,id267
2,220501994,220503798,id268
1,171120703,171121783,id269
8,16838074,16839704,id270
13,18929388,18930857,id271
13,21395665,21396962,id272
11,60471846,60473502,id273
1,160752987,160754609,id274
16,1597347,1599660,id275
4,160036840,160038054,id276
15,85032719,85105723,id277
9,37314598,37316603,id278
10,95044802,95046438,id279
5,19175053,19177249,id280
5,94897900,94899479,id281
10,68648260,68650037,id282
9,112262614,112264092,id283
3,102214289,102246568,id284
13,24359234,24385092,id285
10,5505110,5507001,id286
11,70848019,70874665,id287
7,144102965,144646814,id288
12,132795588,133218244,id289
7,148872161,149321255,id290
4,163553254,163564135,id291
21,36714163,36776584,id292
1,117539114,117546170,id293
12,7281350,7296061,id294
1,206340103,206401673,id295
17,10742129,10750085,id296
9,2205792,2326615,id297
4,90378689,90384004,id298
11,91842286,91916172,id299
3,6309905,6428984,id300
8,19260973,19533884,id301
10,58060849,58062461,id302
4,28203193,28207890,id303
4,38749305,38794030,id304
12,32543788,32561445,id305
15,88307292,88312232,id306
7,75913497,75924501,id307
18,38279676,38636256,id308
1,116396211,116508873,id309
3,151031540,151097588,id310
2,136585892,137416241,id311
6,31105492,32074333,id312
7,47385808,47460535,id313
13,909180,911710,id314
2,240099502,240186360,id315
16,3961583,3976029,id316
6,63049703,63053530,id317
10,91024316,91029529,id318
3,74027192,74879384,id319
22,32382227,32533676,id320
13,113727379,113736123,id321
19,627650,629197,id322
2,487807,489456,id323
11,17662445,17667106,id324
22,7635237,7636418,id325
12,36739924,36742749,id326
12,18743592,18832869,id327
14,13961629,14245009,id328
2,123462206,123514708,id329
9,65912191,65951998,id330
6,121599672,121636596,id331
10,24447682,25377281,id332
8,116332796,116809764,id333
4,79257407,79283493,id334
12,77617152,77619672,id335
15,92342182,92343754,id336
1,90595097,90596766,id337
17,2678504,2679551,id338
2,132181717,132186011,id339
22,15415578,15420393,id341
3,99612998,99618791,id342
1,21517381,21518617,id343
9,46266804,46268045,id344
2,193767758,193768845,id345
1,158945893,158946967,id346
4,64018476,64020227,id347
12,48430702,48432243,id348
19,11382670,11408918,id349
17,27110045,27133817,id350
11,104791229,104792589,id351
7,48567044,48570499,id352
8,56854828,56858057,id353
14,100710281,100711326,id354
19,28291818,28293425,id355
7,120222118,120223878,id356
1,130246569,130257152,id358
12,35162470,35174961,id359
3,125757302,125758682,id360
2,29512851,29517652,id361
5,157879337,157880665,id362
22,39146085,39149524,id363
16,48725701,48727036,id364
1,138688376,138690169,id365
2,239194312,239208823,id366
18,9208471,9210288,id367
17,48915780,48920850,id368
22,39857849,39860081,id369
5,22800015,22802642,id370
14,71784275,71785421,id371
20,44012132,44024571,id372
10,27983015,27984796,id373
13,44513780,44515613,id374
8,84522309,84523421,id375
1,235267620,235269840,id376
16,29615440,29617228,id377
8,102347387,102348584,id378
21,40246564,40270573,id379
22,25721207,25748111,id380
4,149289981,149310489,id381
5,102387467,102400267,id382
16,25596742,25598058,id383
12,22845923,22847578,id384
2,119360526,119361672,id385
7,51342398,51345273,id386
1,217744648,217746012,id387
8,115042146,115043815,id389
7,32899833,32902239,id390
7,8051770,8053450,id391
16,20382728,20383781,id392
12,93211107,93212273,id393
1,102023216,102024674,id394
1,168042819,168044491,id395
6,41242681,41281137,id398
6,81359297,81360851,id399
11,104416584,104418924,id400
7,16890545,16891978,id401
10,36261255,36263010,id402
20,22280697,22282152,id403
4,163982865,163987585,id404
11,80018714,80019853,id405
9,20156349,20159177,id406
12,44887899,44893977,id407
12,29772130,29779781,id408
22,49979264,49980578,id409
21,20439528,20440955,id410
18,17574460,17575673,id411
15,29097435,29102369,id412
18,7327651,7329879,id413
19,52677682,52678981,id414
3,98796014,98797445,id415
1,90791800,90792959,id416
1,54983666,54986312,id417
17,56570888,56571912,id418
7,5738390,5739643,id419
6,93779338,93780850,id420
14,33820879,33822592,id421
15,21511223,21513097,id422
9,124791237,124793247,id423
5,75907184,75908596,id424
1,7507353,7509432,id425
12,75595161,75597087,id426
6,3871135,3872170,id427
2,231078303,231080347,id428
1,49366496,49369043,id429
16,44783117,44785475,id430
7,126072776,126075277,id431
5,158332406,158335145,id432
21,17352265,17365981,id433
8,69303535,69304760,id434
10,104062341,104063693,id435
11,7034448,7036329,id436
7,111626384,111629370,id437
8,59163546,59164569,id438
6,47113994,47115106,id439
17,6759152,6762005,id440
10,130931488,130933011,id441
9,97511134,97512836,id442
3,81849964,81851220,id443
2,93020142,93021619,id444
8,129920847,129922878,id445
20,6891182,6892307,id446
8,80001426,80002494,id447
11,72173975,72175642,id448
2,91715815,91717563,id449
5,127493869,127496265,id450
18,67516626,67520571,id451
2,131424000,131452650,id452
11,68550986,68555814,id453
2,46091260,46092906,id454
13,33251030,33319974,id455
13,12968193,12969677,id456
3,11009712,11013248,id457
9,21023334,21063060,id458
15,40149822,40153107,id459
2,128943362,128944606,id460
18,51797304,51798433,id461
1,217746360,217747443,id462
15,95062009,95066036,id463
1,228448024,228449116,id464
17,17499762,17500854,id465
2,1099905,1102438,id466
3,188793794,188809934,id467
8,63359484,63400477,id468
3,2948782,2951089,id469
15,95555762,95557092,id470
3,32913802,32915194,id471
5,6742987,6747398,id472
9,35092992,35095378,id473
6,166357523,166359300,id474
4,148774003,148775776,id475
3,145628402,145886760,id476
18,6982408,6983543,id477
11,60475773,60477142,id478
5,94987646,94989513,id479
2,60029414,60037339,id480
20,18388484,18464484,id481
4,1703556,1709751,id482
6,68508211,68515061,id483
5,146959120,146966582,id484
8,102741236,102748363,id485
14,15290365,15332657,id486
8,57355641,57363304,id487
22,27420388,27427498,id488
10,52963068,52965354,id489
6,136191773,136194230,id490
17,34781677,34783367,id491
8,81281846,81284085,id492
10,108108785,108110679,id493
5,32061312,32065019,id494
7,140392599,140393807,id495
17,10762553,10763713,id496
6,54788756,54790000,id497
2,218357878,218361637,id498
4,22590621,22599655,id499
17,72263363,72267060,id500
5,42538721,42563511,id501
16,34039275,34041177,id502
4,82389409,82391101,id503
5,16369011,16370023,id504
13,44757435,44760294,id505
2,199538687,199539708,id506
8,61372000,61424694,id507
3,153594174,153596414,id508
15,57689030,57690051,id509
1,122453801,122455517,id510
7,149579301,149731574,id511
10,33310722,33312086,id512
7,57455795,57458593,id513
1,113785251,113786478,id514
4,27849015,27850281,id515
8,36264127,36266735,id516
7,20430683,20434655,id517
11,74415340,74417134,id518
14,39423817,39450918,id519
2,22024905,22033390,id520
1,6103856,6114146,id521
21,10085314,10090428,id522
19,15127738,15129689,id523
16,51876615,51885660,id524
10,40135560,40158344,id525
15,58882167,58884145,id526
8,46022058,46041920,id527
11,1109726,1128933,id528
9,129008270,129010096,id529
6,24843369,24844581,id530
17,38678997,38680111,id531
3,145098488,145100662,id532
2,239354693,239357451,id533
1,187480630,187481743,id534
11,65572423,65573882,id535
10,4030273,4031444,id536
10,13299804,13337018,id537
11,117059556,117062181,id538
16,8950999,8953380,id539
13,11103085,11104635,id540
21,1107531,1109139,id541
10,67133965,67135012,id542
11,108992216,108995924,id543
19,24265223,24266604,id544
7,32428743,32435221,id545
4,162226540,162229574,id546
9,127924315,127926028,id547
12,111630483,111636755,id548
17,54286429,54403876,id549
4,63999857,64001881,id550
13,6858784,6861538,id551
17,46506812,46640705,id552
10,82692020,82802300,id553
10,80755792,80756841,id554
2,148470237,148471310,id555
4,133794285,133796982,id557
5,46361332,46363382,id558
19,6221949,6223817,id559
11,35572582,35573930,id560
10,67674565,67676481,id561
15,88914180,88915997,id562
15,100416513,100417886,id564
12,93615744,93617985,id565
15,3943199,3955665,id566
7,87345134,87347558,id567
10,116787227,116789639,id568
4,18092913,18111193,id569
2,104582357,104586099,id570
13,51301710,51302938,id571
3,190963921,190975393,id572
5,144049695,144051263,id573
16,910672,919782,id574
9,40077424,40080460,id575
13,99924451,100022779,id576
14,6515523,6575134,id577
4,90120381,90159007,id578
7,101874957,101901203,id579
1,87753039,87767688,id580
12,112566762,112568838,id581
2,207842575,207847495,id582
22,14838400,14853279,id583
14,69327478,69328781,id584
2,175481709,175483193,id585
19,7712039,7713972,id589
12,108729534,108731465,id590
4,51469210,51470400,id592
1,28785155,28786464,id593
3,185334279,185335367,id594
7,152115024,152116115,id595
13,92880548,92881763,id596
4,167791486,167792554,id597
6,93012202,93013474,id598
14,92139118,92171822,id599
11,105960763,105963903,id600
16,59674962,59676922,id601
14,52720263,52722308,id602
4,128623179,128624826,id603
22,34907688,34909057,id604
3,29558630,29560762,id605
6,69503767,69505068,id606
7,133090809,133092249,id607
4,15045464,15046693,id608
5,112724060,112727188,id609
11,18515192,18569749,id610
13,34824469,34841877,id611
15,100238411,100239926,id612
1,60191084,60192348,id613
2,66699278,66702454,id614
14,59473194,59475259,id615
1,62206553,62208597,id616
13,46592245,46594050,id617
8,73303689,73305607,id618
16,17776623,17778259,id619
4,105219611,105220660,id620
8,143386302,143389776,id621
14,20902933,20904531,id622
18,52858823,52860183,id623
12,128269368,128270596,id624
10,115437092,115442118,id625
3,178171365,178183395,id626
3,101060457,101063557,id627
7,21408904,21411904,id628
11,100612601,100614284,id629
20,16807559,16809061,id630
1,164850761,164851863,id631
5,13477102,13498606,id632
6,162991093,162992751,id633
11,89389007,89390940,id634
1,155462613,155465588,id635
10,105913181,105914206,id636
14,85964448,85966639,id637
20,40048901,40052698,id638
8,103372374,103373504,id639
7,33019310,33020311,id640
1,17533374,17534630,id641
13,94383130,94384415,id642
7,137893984,137898757,id643
15,70273543,70275061,id644
14,72250406,72251855,id645
15,13814975,13816407,id646
14,85894909,85897225,id647
6,10082805,10085120,id648
17,68562141,68563233,id649
18,37994333,37995390,id650
9,102757976,102760936,id651
20,55872825,55874711,id652
6,11753373,11754415,id653
20,6380294,6381640,id654
3,164006429,164007596,id655
9,136078210,136079449,id656
14,61730272,61731558,id657
7,19354216,19356906,id658
12,108308997,108310499,id659
21,13737499,13741953,id660
6,43559078,43560630,id661
16,6911757,6922284,id662
13,53932088,53936238,id663
2,167712986,167715393,id664
10,34469910,34470972,id665
11,113274382,113275888,id666
4,137698704,137699902,id667
3,189250016,189251503,id668
3,13041177,13049202,id669
20,49918505,49959561,id670
3,50050639,50058669,id671
7,91071567,91072763,id672
2,237985120,237991771,id673
10,84410788,84417774,id674
11,114249466,114256037,id675
2,33218656,33246534,id676
15,6093389,6096166,id677
2,33999505,34033640,id678
10,65265559,65268311,id679
4,131702886,131716447,id680
5,28062287,28076576,id681
1,166525437,166528974,id682
5,157369190,157370584,id683
2,109553049,109554896,id684
8,96318834,96321231,id685
1,50993151,51015943,id686
16,10208059,10209466,id687
1,150381956,150383213,id688
5,145007834,145009437,id689
3,128601309,128602779,id690
5,179872049,179873220,id691
14,98356419,98359789,id692
10,118972924,118975046,id693
10,77203766,77204838,id694
3,99699048,99701317,id695
4,159533559,159536160,id696
7,10333239,10337029,id697
4,120004883,120007750,id698
3,100994839,100997145,id699
8,83887739,83921989,id700
7,121200628,121279987,id701
2,135865869,136038786,id702
3,196312802,196343381,id703
18,39566361,39879272,id704
9,102206576,102473125,id705
7,28543526,28669179,id706
20,17067918,17102290,id707
6,34513401,34519424,id708
6,85903261,85905617,id709
1,122649463,122673090,id710
6,81144818,81156529,id711
2,139026041,139041262,id712
15,15518301,15542743,id713
6,73775849,73788573,id714
11,112578619,112936492,id715
15,3161377,3316690,id716
12,83681709,83700157,id717
11,15715902,15927642,id718
4,171115688,171228641,id719
18,20635439,20637676,id720
2,156588293,156770300,id721
2,72381972,72392655,id722
11,117414818,117838813,id724
6,166268916,166513390,id725
3,92185523,92293060,id726
11,105731966,106108822,id727
10,86169017,86172968,id728
19,12861885,12959459,id729
4,187904479,187926230,id730
4,37467064,37476535,id731
4,140526724,140533430,id732
15,84813139,84985140,id733
11,70718312,70772916,id734
3,42870824,43070568,id735
14,45335953,45409216,id736
2,44934139,44969165,id737
2,125076643,125141339,id738
14,75352164,75594749,id739
14,29794977,29874141,id740
11,71681189,71789553,id741
5,93861231,93895124,id742
5,33390493,33399686,id743
3,87976839,87978046,id744
2,72138232,72140917,id745
4,10961740,10964754,id746
7,138951524,138954786,id747
1,68818006,68842150,id748
8,91462812,91466474,id749
9,133662601,133663665,id750
17,82482309,82483792,id751
6,161665570,161666985,id752
9,41349818,41351125,id753
1,46924811,46926373,id754
1,228016643,228019512,id755
11,30363535,30404804,id756
3,178296723,178301479,id757
14,75079554,75089634,id758
11,18762549,18910212,id759
6,121425929,121427641,id760
1,101907944,101911023,id761
22,49864588,49941885,id762
9,111526293,111547184,id763
9,59884351,59885569,id764
13,93126141,93163267,id765
7,98011534,98017458,id766
16,49920060,49957174,id767
10,124247127,124250863,id768
17,37537391,37593912,id769
4,187366780,187368237,id770
15,69968944,69978679,id771
16,40156680,40161359,id772
20,28366227,28736545,id773
9,34410972,34413329,id774
15,45918259,45920059,id775
13,20884779,20932765,id776
2,67603570,67961975,id777
16,81385270,81389219,id778
8,127855425,127856447,id779
4,85085794,85086859,id780
2,28552228,28553299,id781
2,4930714,5196857,id782
18,64424661,64514735,id783
1,246871384,247034359,id784
3,44427889,44437452,id785
11,30961936,30964344,id786
3,66052334,66155042,id787
5,58037062,58043135,id788
14,58228917,58231358,id789
4,127747490,127748594,id790
19,47128488,47235150,id791
4,24662442,24664891,id792
11,15711856,15714552,id793
1,42572485,42764895,id794
2,127598853,127647751,id795
18,11115969,11135951,id796
15,48833559,48839574,id797
21,1490360,1492138,id798
8,75689723,75690948,id799
6,126908654,126911624,id800
9,55787594,55791160,id801
13,37663277,37666822,id802
12,39747618,39748936,id803
1,101054760,101056269,id804
9,26429004,26431201,id805
2,120869596,120875974,id806
17,78981635,78985029,id807
10,119967854,119969825,id808
14,58368079,58383155,id809
4,188698912,188761989,id810
5,34305920,34544056,id811
4,143852296,143892724,id812
8,53611890,53613019,id813
1,6905132,6906257,id814
5,151325947,151644657,id815
14,68187716,68417144,id816
20,47351193,47355195,id817
7,66777802,67135709,id818
12,16675642,17104778,id819
4,121462039,121578201,id820
3,173360151,173361604,id821
3,99010665,99012135,id822
22,34745062,34746499,id823
5,126473447,126474562,id824
13,4628925,4629954,id825
11,73198131,73199837,id826
1,122931412,122933343,id827
3,126494359,126495781,id828
2,142490487,142491863,id829
4,165322016,165323401,id830
15,35013256,35066904,id831
21,8914090,8921427,id832
8,137131086,137132793,id833
1,30668404,30669860,id834
18,67626627,67629279,id835
16,47540213,47541640,id836
9,83348102,83349608,id837
4,89373723,89375727,id838
10,6560978,6562106,id839
4,31684468,31685595,id840
5,76226954,76228198,id841
5,52729620,52735089,id842
2,40862696,40864024,id843
6,140193161,140195564,id844
13,21659453,21663472,id845
5,152096713,152100579,id846
12,24982079,25003323,id847
18,52645454,52655074,id848
3,156130738,156132989,id849
22,12463986,12466087,id850
6,49993888,49996054,id851
9,22520185,22522774,id852
20,56748997,56751575,id853
5,26828635,26830845,id854
15,71179055,71180380,id855
16,82512974,82514185,id856
11,87952899,87954915,id857
21,12107327,12108506,id858
12,95605138,95635698,id859
6,170425930,170433581,id860
11,23664124,23666857,id861
17,45700531,45702140,id862
1,71292893,71294070,id863
4,10024546,10028679,id864
8,8184633,8185946,id865
14,58272443,58274369,id866
9,77409746,77411563,id867
6,32959064,32960146,id868
5,105568741,105594937,id869
7,92540420,92544368,id870
15,32555362,32557012,id871
5,70998844,70999871,id872
19,56261956,56264146,id873
15,53482548,53483929,id874
4,9723602,9725397,id875
6,55380508,55382077,id876
3,153932181,153933814,id877
1,227679568,227683220,id878
16,39958612,39960344,id879
10,48417810,48419168,id880
8,29613214,29614943,id881
11,86211688,86212740,id882
2,94989263,94990307,id883
19,54483,56156,id884
15,65314610,65316286,id885
9,41617360,41619338,id886
10,111741493,111743015,id887
3,131641606,131643952,id888
11,116231651,116234029,id889
13,60297982,60300692,id890
11,48144721,48147481,id891
9,101210812,101213669,id892
1,138020098,138022554,id893
10,94093550,94094620,id895
2,7200086,7203051,id896
14,62803797,62805180,id897
5,142386270,142387991,id898
2,170806135,170811229,id899
12,10968687,10970087,id900
15,61022873,61024977,id901
18,4271195,4280215,id902
18,17367676,17369928,id903
3,157469969,157472595,id904
6,64891756,64893152,id905
15,39193266,39195050,id906
21,43553646,43555357,id907
13,72682533,72684569,id908
9,85353278,85355574,id909
5,5807497,5808907,id910
5,28520249,28521990,id911
22,27412512,27417911,id912
1,3662178,3664816,id913
6,12541984,12543607,id914
6,37226311,37228975,id915
3,117725060,117727179,id916
3,65754026,65755132,id917
3,42700524,42703767,id918
8,39276429,39278122,id919
7,131768657,131770402,id920
5,142334805,142337009,id921
13,73497057,73498085,id922
5,169292031,169293477,id923
7,17890571,17892462,id924
9,25036121,25038528,id925
2,46946067,46947953,id926
1,70013814,70015054,id927
1,244497683,244501416,id928
13,34205495,34206750,id929
4,31624249,31625575,id930
6,30290037,30291399,id931
1,148187462,148188756,id932
15,72504163,72505427,id933
7,40903102,40904944,id934
5,111010199,111011216,id935
1,44916440,44918469,id936
1,185616036,185617385,id937
9,17357630,17358766,id938
14,91524849,91527652,id939
5,147201532,147202605,id940
16,2119616,2122205,id941
11,74263035,74265764,id942
7,57749298,57750454,id943
3,127818909,127820279,id944
2,102715912,102717211,id945
6,58455684,58456983,id946
3,102351348,102352959,id947
14,6454947,6456032,id948
13,68188711,68189970,id949
5,10225467,10228152,id950
8,95620620,95622923,id951
1,145326990,145328130,id952
8,131965586,131967113,id953
22,8092031,8093464,id955
5,732537,734539,id956
2,178388102,178389426,id957
6,170390772,170391865,id958
11,104669035,104670128,id959
19,46357948,46359327,id960
5,13796606,13798221,id961
10,6326906,6328310,id962
1,38587174,38588241,id963
17,73057701,73058939,id964
12,106258994,106266780,id965
15,87891294,87900219,id966
1,58488000,58489163,id967
10,128868422,128870497,id968
15,39889652,39891047,id969
13,21858099,21859176,id970
7,121662440,121666080,id972
20,50350609,50353192,id973
3,94432418,94442898,id974
7,31661191,31663230,id975
9,105371032,105372172,id976
4,98861492,98867310,id977
9,132634067,132639357,id978
19,15966090,15968275,id979
7,13820447,13822969,id980
8,74675211,74684168,id981
14,70470464,70472459,id982
2,130231193,130239772,id983
4,130658553,130667860,id984
3,184644642,184648098,id985
1,61142380,61148551,id986
7,93646978,93668454,id987
12,1301025,1312431,id988
5,40843081,40845016,id990
4,110082983,110084153,id991
13,76040676,76041972,id992
10,713304,716609,id993
13,57712619,57715153,id994
2,145503768,145504885,id995
6,5859572,5860663,id996
14,24598217,24599287,id997
15,47083422,47084492,id998
3,157493697,157506980,id999
4,27518269,27531105,id1000
9,715684,716966,id1002
8,116364009,116365430,id1003
15,17145928,17147316,id1004
17,31818960,31820986,id1006
19,5261409,5263394,id1007
8,28087945,28094413,id1008
1,84472575,84480348,id1009
10,15727857,15782198,id1010
2,200821418,200885062,id1011
7,117856034,117901616,id1012
2,183021725,183072870,id1013
2,193403153,193408810,id1014
12,87071992,87073702,id1015
20,5730068,5731463,id1016
4,37249105,37251816,id1017
4,5904987,5906760,id1018
4,187733207,187735455,id1019
7,5275409,5277049,id1020
6,80781181,80782213,id1021
6,4849391,4851103,id1022
3,38438538,38443905,id1023
9,55596997,55598864,id1024
19,51494709,51506828,id1025
12,121097186,121098874,id1026
3,34289044,34298325,id1027
16,41304411,41310645,id1028
10,41924127,41925299,id1029
8,139121448,139123112,id1030
8,139210990,139218987,id1031
9,89262114,89267402,id1032
7,62931250,62938630,id1033
4,83577909,83586845,id1034
6,71190002,71191140,id1035
9,44367957,44369289,id1036
6,11101563,11133183,id1037
13,76579660,76580766,id1038
14,62455024,62462973,id1039
5,76293012,76325593,id1040
13,29069109,29070663,id1041
9,64248992,64254231,id1042
4,28792488,28794352,id1043
12,9768356,9769496,id1044
2,211967836,211968902,id1045
11,61926098,61927480,id1046
20,46388646,46390365,id1047
21,13886839,13896500,id1048
16,17550262,17551378,id1049
16,66163423,66165091,id1050
10,91410067,91411689,id1051
4,179234252,179237504,id1052
7,148481612,148488558,id1053
14,29331526,29335302,id1054
1,95814801,95816417,id1055
20,21715847,21720842,id1056
3,127431946,127436172,id1057
9,11029898,11031922,id1058
22,47596576,47597673,id1059
13,66979864,66987246,id1060
1,54004599,54008128,id1061
13,76911910,76935729,id1062
10,57592730,57594535,id1063
5,16477628,16479904,id1064
8,115408358,115414536,id1065
11,49416882,49418109,id1066
15,20708152,20709212,id1067
6,114384059,114385149,id1068
19,14921767,14927919,id1069
2,144355595,144357065,id1070
12,85108098,85109306,id1071
6,3708918,3710571,id1072
5,169291089,169294083,id1073
2,188260334,188262752,id1074
14,57664598,57665702,id1075
12,51372366,51373414,id1076
4,110186445,110188406,id1077
1,133297859,133299455,id1078
5,131579965,131582559,id1079
14,10072195,10073494,id1080
9,70774233,70775272,id1081
18,29064125,29065491,id1082
10,100455624,100456742,id1083
19,22400239,22422624,id1084
20,63812634,63813857,id1085
10,102164786,102191989,id1086
2,116784460,116806636,id1087
13,88269573,88271792,id1088
5,104631858,104633423,id1089
12,97211154,97213639,id1090
