chr,coor_s,coor_e,ids
3,39517837,39519073,id343
7,24828896,24830137,id344
11,46809918,46811005,id345
1,21109178,21110252,id346
20,50620932,50622683,id347
18,62222097,62223638,id348
6,76882460,76908708,id349
13,17601324,17625096,id350
12,75300291,75301651,id351
2,9385327,9388782,id352
18,60671269,60674498,id353
20,10513418,10514463,id354
6,51802977,51804584,id355
5,80543351,80545111,id356
13,82758941,82769524,id358
7,46244888,46257379,id359
10,127362098,127363478,id360
7,30013516,30018317,id361
14,71759279,71760607,id362
1,9864448,9867887,id363
15,67875763,67877098,id364
18,68824759,68826552,id365
6,81981699,81996210,id366
14,98674354,98676171,id367
3,189063205,189068275,id368
12,118431178,118433410,id369
7,13350816,13353443,id370
6,106787659,106788805,id371
11,125759233,125771672,id372
8,33278931,33280712,id373
12,3375738,3377571,id374
15,36242663,36243775,id375
5,108547127,108549347,id376
2,106141262,106143050,id377
8,22493104,22494301,id378
4,147680657,147704666,id379
10,31145983,31172887,id380
9,63060805,63081313,id381
5,134771622,134784422,id382
3,144064259,144065575,id383
4,168307821,168309476,id384
10,63119564,63120710,id385
3,45137745,45140620,id386
20,36397081,36398445,id387
6,107315928,107317597,id389
4,142836033,142838439,id390
20,24462681,24464361,id391
6,139980980,139982033,id392
2,235236930,235238096,id393
13,28239405,28240863,id394
2,151329175,151330847,id395
11,15631872,15670328,id398
2,47644479,47646033,id399
2,80498379,80500719,id400
10,126481984,126483417,id401
8,75405325,75407080,id402
8,93427970,93429425,id403
7,128379031,128383751,id404
2,221094904,221096043,id405
5,28808739,28811567,id406
10,94802940,94809018,id407
7,112891446,112899097,id408
22,33376334,33377648,id409
10,114436644,114438071,id410
20,14242399,14243612,id411
4,102477567,102482501,id412
2,70354303,70356531,id413
1,90276496,90277795,id414
13,94160901,94162332,id415
1,5232702,5233861,id416
13,11066695,11069341,id417
7,61920652,61921676,id418
6,139036177,139037430,id419
4,95584368,95585880,id420
13,59366200,59367913,id421
3,37803120,37804994,id422
3,187105546,187107556,id423
11,47870024,47871436,id424
1,143266633,143268712,id425
10,66676758,66678684,id426
13,114074894,114075929,id427
16,52663506,52665550,id428
12,42614529,42617076,id429
3,95399933,95402291,id430
5,128637572,128640073,id431
7,36982060,36984799,id432
16,36475439,36489155,id433
18,55444692,55445917,id434
9,51557502,51558854,id435
3,180989089,180990970,id436
8,125658453,125661439,id437
5,9824512,9825535,id438
4,127931415,127932527,id439
3,73747144,73749997,id440
19,1616451,1617974,id441
13,33705167,33706869,id442
10,18029764,18031020,id443
3,52900688,52902165,id444
1,48800849,48802880,id445
6,73999379,74000504,id446
3,57195950,57197018,id447
1,59149950,59151617,id448
1,156491865,156493613,id449
2,222041118,222043514,id450
18,34157263,34161208,id451
18,2301052,2329702,id452
6,155171129,155175957,id453
11,8226184,8227830,id454
8,30643259,30712203,id455
2,74659537,74661021,id456
3,60754265,60757801,id457
15,13227564,13267290,id458
12,77475214,77478499,id459
1,159558487,159559731,id460
15,68950483,68951612,id461
5,151463176,151464259,id462
4,20208989,20213016,id463
13,66976077,66977169,id464
1,25343453,25344545,id465
4,10407816,10410349,id466
1,89344449,89360589,id467
11,93291361,93332354,id468
2,187167446,187169753,id469
1,6501515,6502845,id470
16,31809568,31810960,id471
8,68842035,68846446,id472
5,120574438,120576824,id473
11,93449837,93451614,id474
12,54179554,54181327,id475
22,37937380,38195738,id476
13,95548508,95549643,id477
5,91569469,91570838,id478
9,124795436,124797303,id479
16,36465372,36473297,id480
9,124859498,124935498,id481
1,109200668,109206863,id482
15,6254403,6261253,id483
10,11807193,11814655,id484
11,32951927,32959054,id485
7,127552786,127595078,id486
18,4873079,4880742,id487
16,61166293,61173403,id488
8,18103672,18105958,id489
13,86561169,86563626,id490
12,67812273,67813963,id491
9,97560360,97562599,id492
22,28169682,28171576,id493
19,31263324,31267031,id494
2,9021894,9023102,id495
5,80356818,80357978,id496
7,47572753,47573997,id497
11,82625901,82629660,id498
22,22450641,22459675,id499
7,139774048,139777745,id500
2,208982412,209007202,id501
2,23001584,23003486,id502
4,7114133,7115825,id503
17,52762069,52763081,id504
5,55535605,55538464,id505
5,139517669,139518690,id506
13,76361523,76414217,id507
1,71930574,71932814,id508
18,10447630,10448651,id509
9,61670704,61672420,id510
4,151361565,151513838,id511
11,85442827,85444191,id512
3,14364328,14367126,id513
10,84756916,84758143,id514
7,11117048,11118314,id515
17,22083758,22086366,id516
3,23413171,23417143,id517
1,107380733,107382527,id518
4,28158877,28185978,id519
1,120153372,120161857,id520
13,40359301,40369591,id521
2,32167512,32172626,id522
14,22825172,22827123,id523
14,25396153,25405198,id524
9,7574183,7596967,id525
2,86521162,86523140,id526
10,1579382,1599244,id527
6,96509108,96528315,id528
2,154735746,154737572,id529
13,33894977,33896189,id530
17,9446488,9447602,id531
3,115088776,115090950,id532
9,15368434,15371192,id533
12,12988068,12989181,id534
15,95502339,95503798,id535
9,138201880,138203051,id536
13,15885346,15922560,id537
3,156470580,156473205,id538
21,16166737,16169118,id539
9,53759468,53761018,id540
2,163281317,163282925,id541
13,62938897,62939944,id542
2,48249757,48253465,id543
4,133948950,133950331,id544
12,93318272,93324750,id545
6,64067873,64070907,id546
11,110829248,110830961,id547
9,45906025,45912297,id548
14,55770515,55887962,id549
16,49301182,49303206,id550
14,62491594,62494348,id551
1,205667023,205800916,id552
4,177665330,177775610,id553
10,54559811,54560860,id554
7,16041634,16042707,id555
8,139844261,139846958,id557
22,22417735,22419785,id558
10,73922711,73924579,id559
16,4347730,4349078,id560
6,139672419,139674335,id561
3,169892411,169894228,id562
8,108985740,108987113,id564
11,97485515,97487756,id565
4,168792799,168805265,id566
9,42225852,42228276,id567
2,194205591,194208003,id568
2,29001936,29020216,id569
6,151925843,151929585,id570
6,96723702,96724930,id571
9,94374647,94386119,id572
15,29351659,29353227,id573
10,22491309,22500419,id574
16,11308731,11311767,id575
22,25572724,25671052,id576
14,9223164,9282775,id577
2,73966486,74005112,id578
10,85505290,85531536,id579
1,101757840,101772489,id580
4,144327490,144329566,id581
13,87554440,87559360,id582
2,6692104,6706983,id583
11,19823878,19825181,id584
7,49701121,49702605,id585
10,80277498,80279431,id589
15,8034969,8036900,id590
13,90531291,90532481,id592
6,115538080,115539389,id593
8,41916997,41918085,id594
5,135996822,135997913,id595
17,44050056,44051271,id596
2,53470656,53471724,id597
6,121520045,121521317,id598
13,105277033,105309737,id599
3,54744867,54748007,id600
3,67735694,67737654,id601
4,31777103,31779148,id602
15,78354970,78356617,id603
4,56178889,56180258,id604
6,14359584,14361716,id605
22,27473195,27474496,id606
10,109044578,109046018,id607
2,133097848,133099077,id608
17,22545826,22548954,id609
5,60984731,61039288,id610
3,29170078,29187486,id611
20,6897209,6898724,id612
1,213352119,213353383,id613
19,53688808,53691984,id614
6,147479196,147481261,id615
12,82512332,82514376,id616
3,41784025,41785830,id617
21,42320720,42322638,id618
16,87184738,87186374,id619
1,2629719,2630768,id620
18,77308461,77311935,id621
6,62784309,62785907,id622
9,2436303,2437663,id623
19,58447238,58448466,id624
13,58343004,58348030,id625
1,60827183,60839213,id626
2,28356843,28359943,id627
16,38540428,38543428,id628
12,79866137,79867820,id629
1,36928200,36929702,id630
8,78872847,78873949,id631
16,76969558,76991062,id632
2,196142166,196143824,id633
13,93989917,93991850,id634
16,38301477,38304452,id635
1,89816151,89817176,id636
14,39864805,39866996,id637
12,22837883,22841680,id638
18,65331460,65332590,id639
10,100179463,100180464,id640
10,125231074,125232330,id641
13,68935555,68936840,id642
4,88325331,88330104,id643
2,232017890,232019408,id644
1,200887264,200888713,id645
1,2636137,2637569,id646
2,210722960,210725276,id647
12,125084291,125086606,id648
5,117576717,117577809,id649
17,44621039,44622096,id650
1,148756688,148759648,id651
13,79116885,79118771,id652
8,62218878,62219920,id653
10,32902573,32903919,id654
3,7685031,7686198,id655
8,84941457,84942696,id656
8,6133227,6134513,id657
8,142944137,142946827,id658
11,4375535,4377037,id659
8,118849386,118853840,id660
17,48371909,48373461,id661
4,106056662,106067189,id662
2,125192123,125196273,id663
12,45679063,45681470,id664
3,150042015,150043077,id665
1,212323027,212324533,id666
4,2924071,2925269,id667
6,86536434,86537921,id668
2,83338855,83346880,id669
2,192775642,192816698,id670
12,68560745,68568775,id671
8,50689475,50690671,id672
8,124991848,124998499,id673
16,35246040,35253026,id674
5,2724386,2730957,id675
16,85607267,85635145,id676
22,8027585,8030362,id677
14,101946336,101980471,id678
15,9655820,9658572,id679
21,36604092,36617653,id680
22,24829742,24844031,id681
2,197616112,197619649,id682
7,108825376,108826770,id683
17,10565870,10567717,id684
9,10131826,10134223,id685
9,113534568,113557360,id686
19,36402169,36403576,id687
19,27785252,27786509,id688
10,120186899,120188502,id689
4,159370440,159371910,id690
1,62819840,62821011,id691
20,6914308,6917678,id692
2,233617351,233619473,id693
4,77024303,77025375,id694
7,18135156,18137425,id695
11,105462771,105465372,id696
5,43080574,43084364,id697
13,89386837,89389704,id698
2,95467901,95470207,id699
6,135814634,135848884,id700
8,8729390,8808749,id701
3,14291054,14463971,id702
17,70369306,70399885,id703
22,32286841,32599752,id704
2,170147634,170414183,id705
2,164679979,164805632,id706
13,10050831,10085203,id707
1,149591109,149597132,id708
12,34570137,34572493,id709
15,12108411,12132038,id710
2,215501338,215513049,id711
11,60337467,60352688,id712
13,38387934,38412376,id713
7,79833631,79846355,id714
13,56920909,57278782,id715
15,98542972,98698285,id716
14,43754489,43772937,id717
5,127438313,127650053,id718
9,20486786,20599739,id719
14,41750042,41752279,id720
12,51120211,51302218,id721
10,14014815,14025498,id722
9,84079501,84503496,id724
7,33429360,33673834,id725
2,97036980,97144517,id726
3,102407390,102784246,id727
15,87883443,87887394,id728
15,86462937,86560511,id729
18,31351534,31373285,id730
8,60567508,60576979,id731
2,143584975,143591681,id732
4,3923862,4095863,id733
6,6606224,6660828,id734
1,133959298,134159042,id735
9,93223099,93296362,id736
2,47979981,48015007,id737
3,191327865,191392561,id738
5,60055584,60298169,id739
20,17835761,17914925,id740
18,24638386,24746750,id741
6,63388513,63422406,id742
14,26488609,26497802,id743
17,73988569,73989776,id744
10,417261,419946,id745
10,112671220,112674234,id746
9,102761214,102764476,id747
3,96388456,96412600,id748
8,52370498,52374160,id749
9,82747136,82748200,id750
2,85640578,85642061,id751
13,104787429,104788844,id752
4,140418758,140420065,id753
19,49937004,49938566,id754
3,39694312,39697181,id755
17,46319795,46361064,id756
4,164106712,164111468,id757
2,162728437,162738517,id758
7,126851940,126999603,id759
17,15183050,15184762,id760
12,33722518,33725597,id761
1,22784578,22861875,id762
5,174067872,174088763,id763
7,157872730,157873948,id764
12,111758428,111795554,id765
20,13542590,13548514,id766
17,5839721,5876835,id767
17,45108357,45112093,id768
6,124213982,124270503,id769
14,79292943,79294400,id770
17,39979115,39988850,id771
8,32052507,32057186,id772
22,11917653,12287971,id773
8,33402954,33405311,id774
4,90228660,90230460,id775
10,31350434,31398420,id776
1,42486630,42845035,id777
6,146398915,146402864,id778
5,62912819,62913841,id779
4,14227210,14228275,id780
18,49151002,49152073,id781
19,13930041,14196184,id782
17,24050027,24140101,id783
6,90788840,90951815,id784
4,6057017,6066580,id785
5,82335824,82338232,id786
17,20996393,21099101,id787
5,77240490,77246563,id788
2,54260058,54262499,id789
5,41687334,41688438,id790
18,51240641,51347303,id791
1,7772549,7774998,id792
2,225584217,225586913,id793
3,113260492,113452902,id794
19,37864972,37913870,id795
2,17809350,17829332,id796
6,150830050,150836065,id797
3,147327534,147329312,id798
14,92096046,92097271,id799
4,116435014,116437984,id800
2,63866017,63869583,id801
15,7591890,7595435,id802
1,26346014,26347332,id803
1,183062511,183064020,id804
3,194033752,194035949,id805
2,5375816,5382194,id806
6,117929624,117933018,id807
2,116755388,116757359,id808
2,227570768,227585844,id809
3,30001144,30064221,id810
5,148500550,148738686,id811
3,167458543,167498971,id812
3,94181177,94182306,id813
7,32970057,32971182,id814
8,30983917,31302627,id815
18,24283495,24512923,id816
5,65791168,65795170,id817
11,55412881,55770788,id818
1,81479136,81908272,id819
16,5922832,6038994,id820
4,133012369,133013822,id821
7,114461858,114463328,id822
5,36042065,36043502,id823
10,81738293,81739408,id824
7,60731556,60732585,id825
4,189409642,189411348,id826
11,101656849,101658780,id827
11,29734862,29736284,id828
21,8971618,8972994,id829
19,1311030,1312415,id830
10,122943807,122997455,id831
10,109688987,109696324,id832
2,187334499,187336206,id833
4,3524465,3525921,id834
11,57457176,57459828,id835
3,163138314,163139741,id836
9,12052652,12054158,id837
2,172671768,172673772,id838
6,157838319,157839447,id839
3,39514789,39515916,id840
8,108847312,108848556,id841
9,135899859,135905328,id842
11,20202569,20203897,id843
5,152059174,152061577,id844
17,36469836,36473855,id845
10,107045002,107048868,id846
10,32677061,32698305,id847
11,34541572,34551192,id848
10,15779963,15782214,id849
4,102498209,102500310,id850
13,112981622,112983788,id851
9,58118548,58121137,id852
10,58211709,58214287,id853
1,39755746,39757956,id854
20,43542067,43543392,id855
14,54977738,54978949,id856
10,129103837,129105853,id857
9,96929070,96930249,id858
1,94077057,94107617,id859
2,84237377,84245028,id860
14,20071012,20073745,id861
14,62524794,62526403,id862
3,38635509,38636686,id863
13,111985014,111989147,id864
21,22882221,22883534,id865
1,160270465,160272391,id866
1,29430947,29432764,id867
21,40744420,40745502,id868
4,2600740,2626936,id869
3,2807575,2811523,id870
5,100518372,100520022,id871
2,186056303,186057330,id872
8,6809172,6811362,id873
3,127793942,127795323,id874
7,29157951,29159746,id875
9,42074276,42075845,id876
12,15694481,15696114,id877
3,91142516,91146168,id878
20,23470425,23472157,id879
4,33293268,33294626,id880
8,133648602,133650331,id881
21,20309930,20310982,id882
18,23779782,23780826,id883
13,76346236,76347909,id884
5,157099839,157101515,id885
18,50644077,50646055,id886
5,127271074,127272596,id887
4,39689969,39692315,id888
12,42802433,42804811,id889
2,102547713,102550423,id890
16,64269439,64272199,id891
5,10150095,10152952,id892
2,98783492,98785948,id893
2,95080155,95081225,id895
2,45081534,45084499,id896
3,30914554,30915937,id897
9,73414926,73416647,id898
1,108894470,108899564,id899
3,177961262,177962662,id900
14,1107222,1109326,id901
5,68233016,68242036,id902
4,23323398,23325650,id903
1,233724185,233726811,id904
17,45661688,45663084,id905
2,225633164,225634948,id906
12,21151553,21153264,id907
4,143188161,143190197,id908
10,25199407,25201703,id909
8,52105598,52107008,id910
1,60880569,60882310,id911
12,26607051,26612450,id912
2,38525372,38528010,id913
6,56485177,56486800,id914
3,155954741,155957405,id915
11,70554515,70556634,id916
7,102974099,102975205,id917
7,139088338,139091581,id918
4,117729223,117730916,id919
11,42880035,42881780,id920
15,29883871,29886075,id921
15,66902721,66903749,id922
7,158147744,158149190,id923
16,28504184,28506075,id924
6,67862679,67865086,id925
18,14604857,14606743,id926
19,43533531,43534771,id927
10,16374729,16378462,id928
5,9677114,9678369,id929
4,53052118,53053444,id930
10,64154056,64155418,id931
2,143104955,143106249,id932
9,91627544,91628808,id933
8,89826963,89828805,id934
17,52839895,52840912,id935
4,20190380,20192409,id936
22,21362508,21363857,id937
1,97095460,97096596,id938
4,160170654,160173457,id939
3,150782277,150783350,id940
14,83666717,83669306,id941
15,50168552,50171281,id942
1,170270499,170271655,id943
10,123952939,123954309,id944
3,163641960,163643259,id945
8,45746471,45747770,id946
14,102042553,102044164,id947
1,156155767,156156852,id948
4,93065882,93067141,id949
2,140877180,140879865,id950
4,168347663,168349966,id951
1,198042051,198043191,id952
19,45475965,45477492,id953
9,85225416,85226849,id955
3,47174604,47176606,id956
4,69163824,69165148,id957
15,15622665,15623758,id958
20,17109306,17110399,id959
3,68698107,68699486,id960
3,144128446,144130061,id961
7,83624069,83625473,id962
21,30399720,30400787,id963
14,22975087,22976325,id964
4,148284924,148292710,id965
15,89433606,89442531,id966
5,143600748,143601911,id967
17,32734157,32736232,id968
14,74236940,74238335,id969
8,15649502,15650579,id970
8,120856965,120860605,id972
6,5915467,5918050,id973
3,32755356,32765836,id974
12,82002117,82004156,id975
11,7534865,7536005,id976
8,34451905,34457723,id977
12,124395398,124400688,id978
4,26055620,26057805,id979
7,63374855,63377377,id980
1,186722171,186731128,id981
1,172374869,172376864,id982
5,31325217,31333796,id983
11,106269521,106278828,id984
10,73814243,73817699,id985
2,145460046,145466217,id986
5,159807858,159829334,id987
10,77666816,77678222,id988
5,45456210,45458145,id990
14,27052598,27053768,id991
5,72227068,72228364,id992
13,89169868,89173173,id993
22,41110658,41113192,id994
6,31500194,31501311,id995
4,131630388,131631479,id996
2,134807037,134808107,id997
6,113790492,113791562,id998
4,176114350,176127633,id999
3,78245697,78258533,id1000
17,28820035,28821317,id1002
5,14114053,14115474,id1003
4,18107139,18108527,id1004
22,36244250,36246276,id1006
6,70864367,70866352,id1007
5,167263488,167269956,id1008
5,55099065,55106838,id1009
7,111506408,111560749,id1010
3,45761636,45825280,id1011
6,28263031,28308613,id1012
1,151189232,151240377,id1013
5,174785563,174791220,id1014
20,28746362,28748072,id1015
3,25454983,25456378,id1016
13,64491924,64494635,id1017
4,109851156,109852929,id1018
4,163120635,163122883,id1019
1,158332698,158334338,id1020
13,25060022,25061054,id1021
2,41126087,41127799,id1022
3,158050942,158056309,id1023
4,67791391,67793258,id1024
5,83755416,83767535,id1025
3,90937411,90939099,id1026
15,44565060,44574341,id1027
2,78714147,78720381,id1028
4,127785348,127786520,id1029
1,181768033,181769697,id1030
2,158349890,158357887,id1031
16,38215576,38220864,id1032
3,80971894,80979274,id1033
6,131553877,131562813,id1034
10,22098132,22099270,id1035
3,143827273,143828605,id1036
1,61946070,61977690,id1037
12,73035474,73036580,id1038
3,157295735,157303684,id1039
17,38044615,38077196,id1040
22,14727960,14729514,id1041
3,96432056,96437295,id1042
5,146349934,146351798,id1043
6,137801910,137803050,id1044
9,109389292,109390358,id1045
6,5502135,5503517,id1046
5,108663958,108665677,id1047
1,41560734,41570395,id1048
3,2482249,2483365,id1049
8,131210332,131212000,id1050
9,67223144,67224766,id1051
10,49533694,49536946,id1052
10,57327144,57334090,id1053
2,229173282,229177058,id1054
3,103815030,103816646,id1055
2,221377364,221382359,id1056
13,84798316,84802542,id1057
6,54157675,54159699,id1058
11,89469684,89470781,id1059
18,9117479,9124861,id1060
10,6551140,6554669,id1061
13,109159600,109183419,id1062
10,73019321,73021126,id1063
6,61340838,61343114,id1064
19,14259773,14265951,id1065
1,7008480,7009707,id1066
14,44104734,44105794,id1067
1,78954592,78955682,id1068
15,59028061,59034213,id1069
11,6409829,6411299,id1070
7,100167759,100168967,id1071
13,21836452,21838105,id1072
4,58926827,58929821,id1073
13,65929797,65932215,id1074
7,43766688,43767792,id1075
9,97241662,97242710,id1076
3,101445795,101447756,id1077
6,98766217,98767813,id1078
5,62251430,62254024,id1079
2,189635411,189636710,id1080
22,2685941,2686980,id1081
3,131994417,131995783,id1082
3,169441007,169442125,id1083
3,84281036,84303421,id1084
4,88192303,88193526,id1085
19,18674479,18701682,id1086
1,36499713,36521889,id1087
19,5856738,5858957,id1088
5,71157524,71159089,id1089
4,9752088,9754573,id1090
