chr,coor_s,coor_e,ids
17,65246255,65247458,id200
5,43055648,43056861,id201
18,70244310,70246477,id202
10,37599632,37601498,id203
1,206068375,206069500,id204
5,26164319,26165360,id205
8,896801,898986,id206
10,64989951,64993079,id207
2,98669845,98672808,id208
5,128810276,128812861,id209
5,55586527,55587745,id210
15,66711968,66713875,id211
14,73647274,73649712,id212
8,130832140,130836283,id213
9,35919244,35920619,id214
7,132603983,132653274,id215
6,165231845,165539416,id216
22,33219189,33221010,id217
13,85318167,85347618,id218
6,19049787,19055942,id219
21,16598521,16600548,id220
22,38886968,38930767,id221
1,18928978,18957205,id222
4,91904512,91910606,id223
21,18721379,18724921,id224
4,132744666,132778809,id225
11,79769373,79771209,id226
18,17240236,17278363,id227
5,25442520,25453360,id228
1,95706696,95707809,id229
5,52103196,52121049,id230
3,26539330,26541229,id231
8,105064129,105067716,id232
3,79599674,79601461,id233
4,43237099,43238919,id234
9,27806889,27808027,id235
4,31235106,31236245,id236
4,159075455,159077429,id237
10,15156213,15163331,id238
11,15107256,15110609,id239
7,8922275,8926030,id240
17,37258207,37259968,id241
14,94881860,94883011,id242
1,93309046,93311036,id243
6,152538524,152541150,id244
11,29163425,29165459,id245
2,47745794,47747777,id246
1,102499763,102500812,id247
5,56557320,56559195,id248
1,125904788,125906870,id249
5,45963988,45966393,id250
1,226196817,226202751,id251
9,91486854,91495718,id252
22,6191889,6269997,id253
2,51312793,51419236,id254
4,183826630,183829103,id255
1,159499263,159500537,id256
8,28131395,28132494,id257
8,48359964,48361059,id258
1,116228941,116230241,id259
6,138984319,139081968,id260
7,51221182,51246569,id261
2,37048468,37137406,id262
5,41878215,41879870,id263
2,144803185,144807422,id265
7,143028855,143030900,id266
3,144258410,144259899,id267
7,72370698,72372502,id268
19,54978467,54979547,id269
11,93909256,93910886,id270
22,7202494,7203963,id271
3,114680308,114681605,id272
7,56387826,56389482,id273
3,52028183,52029805,id274
1,38871884,38874197,id275
11,49321411,49322625,id276
12,58587230,58660234,id277
2,85132772,85134777,id278
8,120734089,120735725,id279
1,143166253,143168449,id280
21,23287916,23289495,id281
6,39277013,39278790,id282
9,44819275,44820753,id283
2,53733407,53765686,id284
14,19892572,19918430,id285
9,67109135,67111026,id286
14,45743136,45769782,id287
10,78881161,79425010,id288
8,50026924,50449580,id289
10,50859788,51308882,id290
15,68840531,68851412,id291
12,129155834,129218255,id292
3,124106025,124113081,id293
12,124516443,124531154,id294
11,66535572,66597142,id295
11,123980693,123988649,id296
16,70055010,70175833,id297
1,15529240,15534555,id298
3,79450398,79524284,id299
15,9022523,9141602,id300
2,162053153,162326064,id301
5,3142312,3143924,id302
4,56514129,56518826,id303
5,74309896,74354621,id304
2,192338245,192355902,id305
11,22313980,22318920,id306
18,25539143,25550147,id307
2,132967984,133324564,id308
8,15584707,15697369,id309
9,51826798,51892846,id310
1,130222565,131052914,id311
11,124413236,125382077,id312
8,50361235,50435962,id313
1,54883620,54886150,id314
13,70324880,70411738,id315
11,42707781,42722227,id316
6,26029466,26033293,id317
1,202162380,202167593,id318
1,173859408,174711600,id319
18,33657040,33808489,id320
1,9193737,9202481,id321
4,34799997,34801544,id322
14,51198856,51200505,id323
1,208071191,208075852,id324
7,61080466,61081647,id325
6,139429371,139432196,id326
2,218287732,218377009,id327
7,37101874,37385254,id328
22,4893801,4946303,id329
1,24605694,24645501,id330
20,61447849,61484773,id331
9,43814308,44743907,id332
6,151642043,152119011,id333
1,182066837,182092923,id334
3,189897986,189900506,id335
19,31682299,31683871,id336
18,37934149,37935818,id337
8,86961592,86962639,id338
12,132044805,132049099,id339
4,84222277,84227092,id341
4,162352101,162357894,id342
4,82272208,82273444,id343
16,53539887,53541128,id344
3,163031781,163032868,id345
19,33274792,33275866,id346
6,105231744,105233495,id347
2,22715697,22717238,id348
3,50606525,50632773,id349
8,29877251,29901023,id350
5,63059792,63061152,id351
4,49403232,49406687,id352
14,9170930,9174159,id353
14,71467340,71468385,id354
14,81323833,81325440,id355
2,38602651,38604411,id356
6,35957726,35968309,id358
10,78648039,78660530,id359
3,110381098,110382478,id360
13,32538066,32542867,id361
16,66480396,66481724,id362
20,38812590,38816029,id363
6,76443241,76444576,id364
5,140185249,140187042,id365
22,6009125,6023636,id366
1,116388966,116390783,id367
11,22077260,22082330,id368
7,107206033,107208265,id369
9,121450326,121452953,id370
6,52501136,52502282,id371
4,116535356,116547795,id372
11,93207308,93209089,id373
10,30196528,30198361,id374
7,128407030,128408142,id375
7,23472611,23474831,id376
6,51178074,51179862,id377
4,81917893,81919090,id378
5,37826990,37850999,id379
4,177580982,177607886,id380
6,78799551,78820059,id381
4,147792319,147805119,id382
10,93696014,93697330,id383
16,30656765,30658420,id384
8,25910242,25911388,id385
10,20322191,20325066,id386
7,6816668,6818032,id387
1,240746162,240747831,id389
11,6219305,6221711,id390
12,123937677,123939357,id391
8,3687984,3689037,id392
9,80092438,80093604,id393
9,121718148,121719606,id394
17,50997627,50999299,id395
13,55724511,55762967,id398
10,107429035,107430589,id399
13,25440259,25442599,id400
12,114713688,114715121,id401
13,8207346,8209101,id402
15,75787866,75789321,id403
1,82979848,82984568,id404
6,44940135,44941274,id405
6,33561703,33564531,id406
5,144471107,144477185,id407
5,115847670,115855321,id408
4,119791482,119792796,id409
15,17617615,17619042,id410
11,90921225,90922438,id411
15,53307904,53312838,id412
6,125847270,125849498,id413
8,43616545,43617844,id414
21,25439774,25441205,id415
11,39814277,39815436,id416
17,20769113,20771759,id417
3,2154417,2155441,id418
5,146452857,146454110,id419
2,54022388,54023900,id420
2,228679771,228681484,id421
21,3305633,3307507,id422
8,23900189,23902199,id423
8,121572249,121573661,id424
15,3453092,3455171,id425
1,56677457,56679383,id426
4,56897840,56898875,id427
1,96311983,96314027,id428
1,126750488,126753035,id429
15,13448249,13450607,id430
7,118046449,118048950,id431
11,86289012,86291751,id432
13,106034128,106047844,id433
17,48445689,48446914,id434
8,38784481,38785833,id435
4,7697733,7699614,id436
4,49639395,49642381,id437
13,101334362,101335385,id438
1,95316616,95317728,id439
15,98670411,98673264,id440
21,32657162,32658685,id441
1,144859165,144860867,id442
9,121253371,121254627,id443
11,20566913,20568390,id444
12,73241691,73243722,id445
20,10606683,10607808,id446
6,17044319,17045387,id447
3,70781913,70783580,id448
20,39615868,39617616,id449
20,46566718,46569114,id450
3,11830458,11834403,id451
5,169768899,169797549,id452
4,91378492,91383320,id453
2,91488727,91490373,id454
7,45132332,45201276,id455
17,30072963,30074447,id456
5,25262831,25266367,id457
8,75468434,75508160,id458
15,10638203,10641488,id459
4,146072848,146074092,id460
11,63778206,63779335,id461
3,56744477,56745560,id462
21,6967708,6971735,id463
1,181896544,181897636,id464
10,65184913,65186005,id465
11,92460140,92462673,id466
2,28072534,28088674,id467
7,157416866,157457859,id468
5,24682575,24684882,id469
2,130174361,130175691,id470
12,68442131,68443523,id471
22,17543178,17547589,id472
20,29645523,29647909,id473
2,196348072,196349849,id474
6,104721738,104723511,id475
9,39881052,40139410,id476
10,111612838,111613973,id477
7,140057262,140058631,id478
16,22336023,22337890,id479
11,115367659,115375584,id480
9,124211912,124287912,id481
1,11068409,11074604,id482
1,242266026,242272876,id483
4,151742035,151749497,id484
17,50782285,50789412,id485
3,170303588,170345880,id486
2,83336790,83344453,id487
3,127316829,127323939,id488
19,54527716,54530002,id489
1,98552981,98555438,id490
10,112569046,112570736,id491
9,5081321,5083560,id492
3,181461958,181463852,id493
2,148229205,148232912,id494
7,24186946,24188154,id495
2,127413224,127414384,id496
10,92001234,92002478,id497
20,41738230,41741989,id498
1,114983163,114992197,id499
11,17918388,17922085,id500
10,119635830,119660620,id501
4,180678263,180680165,id502
10,32679021,32680713,id503
9,82057533,82058545,id504
17,72992374,72995233,id505
1,224978995,224980016,id506
16,71572539,71625233,id507
11,67832797,67835037,id508
21,16417844,16418865,id509
14,35890662,35892378,id510
14,47462497,47614770,id511
12,124334068,124335432,id512
9,70648825,70651623,id513
5,161895096,161896323,id514
18,22279678,22280944,id515
9,53519494,53522102,id516
7,159138084,159142056,id517
7,26084804,26086598,id518
7,157737315,157764416,id519
6,96502891,96511376,id520
4,39020564,39030854,id521
19,21831403,21836517,id522
5,101790234,101792185,id523
11,62167811,62176856,id524
9,31988603,32011387,id525
2,203807547,203809525,id526
7,92886839,92906701,id527
4,4824233,4843440,id528
3,186349945,186351771,id529
3,172136886,172138098,id530
6,164176477,164177591,id531
9,52446235,52448409,id532
2,37315475,37318233,id533
2,241632501,241633614,id534
9,1742658,1744117,id535
17,10324979,10326150,id536
1,204841338,204878552,id537
10,66951106,66953731,id538
14,41756340,41758721,id539
6,16300952,16302502,id540
1,127065818,127067426,id541
22,35817511,35818558,id542
2,165410010,165413718,id543
2,238107750,238109131,id544
2,232193595,232200073,id545
9,7821950,7824984,id546
4,8537975,8539688,id547
9,56621453,56627725,id548
16,82312715,82430162,id549
5,2998212,3000236,id550
4,131765094,131767848,id551
10,64065623,64199516,id552
5,121389354,121499634,id553
19,2385464,2386513,id554
20,28345218,28346291,id555
9,86682892,86685589,id557
12,17849978,17852028,id558
13,48550497,48552365,id559
4,175179499,175180847,id560
11,87783866,87785782,id561
8,117541443,117543260,id562
20,33429955,33431328,id564
4,134613072,134615313,id565
10,12599839,12612305,id566
8,12972092,12974516,id567
3,144815430,144817842,id568
20,58090739,58109019,id569
7,98050789,98054531,id570
2,53453377,53454605,id571
3,180533709,180545181,id572
9,111996076,111997644,id573
4,53883701,53892811,id574
8,129952789,129955825,id575
3,47831396,47929724,id576
8,56109423,56169034,id577
1,201048082,201086708,id578
21,31997994,32024240,id579
10,38836291,38850940,id580
5,89148422,89150498,id581
16,30882128,30887048,id582
1,80020823,80035702,id583
10,36246706,36248009,id584
10,74249709,74251193,id585
7,152025505,152027438,id589
8,88290329,88292260,id590
20,13589373,13590563,id592
11,2192213,2193522,id593
5,25234639,25235727,id594
1,63174524,63175615,id595
9,12316121,12317336,id596
9,134045299,134046367,id597
5,112183851,112185123,id598
17,68833961,68866665,id599
2,10648630,10651770,id600
1,202809422,202811382,id601
1,190717143,190719188,id602
13,52113945,52115592,id603
5,56377025,56378394,id604
2,125193224,125195356,id605
3,183131524,183132825,id606
22,1749638,1751078,id607
15,26419237,26420466,id608
12,25801610,25804738,id609
11,96401358,96455915,id610
12,16395439,16412847,id611
1,105194319,105195834,id612
4,159321054,159322318,id613
8,87653670,87656846,id614
2,155014535,155016600,id615
18,34955820,34957864,id616
3,150917306,150919111,id617
19,57705917,57707835,id618
17,6266817,6268453,id619
11,104168131,104169180,id620
3,163764377,163767851,id621
16,28801656,28803254,id622
19,2559965,2561325,id623
6,115843738,115844966,id624
9,129651360,129656386,id625
3,32740227,32752257,id626
13,71163087,71166187,id627
12,71275243,71278243,id628
10,84167983,84169666,id629
18,39121766,39123268,id630
4,112404780,112405882,id631
2,187289861,187311365,id632
5,122273149,122274807,id633
20,4186907,4188840,id634
10,114568376,114571351,id635
4,3398903,3399928,id636
3,166954524,166956715,id637
9,135711011,135714808,id638
10,22106955,22108085,id639
7,47560736,47561737,id640
14,96486752,96488008,id641
13,18745038,18746323,id642
1,232524086,232528859,id643
3,85783354,85784872,id644
5,97106441,97107890,id645
7,45256208,45257640,id646
12,66783122,66785438,id647
21,10837725,10840040,id648
9,5917270,5918362,id649
4,163264347,163265404,id650
19,9751240,9754200,id651
15,16236962,16238848,id652
1,243369255,243370297,id653
11,91056957,91058303,id654
9,18740324,18741491,id655
2,47885911,47887150,id656
14,54036460,54037746,id657
16,4872608,4875298,id658
20,63030369,63031871,id659
3,98844160,98848614,id660
2,146972358,146973910,id661
14,46913484,46924011,id662
18,3908579,3912729,id663
3,143187674,143190081,id664
15,35770183,35771245,id665
11,23276714,23278220,id666
7,28491092,28492290,id667
19,24554173,24555660,id668
1,122049229,122057254,id669
22,4836269,4877325,id670
2,227700806,227708836,id671
11,43544008,43545204,id672
14,23463441,23470092,id673
22,47791341,47798327,id674
6,80214137,80220708,id675
20,51998321,52026199,id676
5,83654784,83657561,id677
20,45296811,45330946,id678
18,72671188,72673940,id679
14,66776190,66789751,id680
18,47723081,47737370,id681
1,148384679,148388216,id682
1,110326220,110327614,id683
10,30488723,30490570,id684
22,24562465,24564862,id685
2,183694205,183716997,id686
14,58877150,58878557,id687
13,18015522,18016779,id688
12,98382714,98384317,id689
9,85413863,85415333,id690
21,34216573,34217744,id691
3,85330580,85333950,id692
9,84913984,84916106,id693
1,65017462,65018534,id694
6,35031613,35033882,id695
5,86934757,86937358,id696
1,104556619,104560409,id697
17,33138367,33141234,id698
7,80693632,80695938,id699
4,186970112,187004362,id700
8,36845534,36924893,id701
15,88788278,88961195,id702
4,157873996,157904575,id703
17,46333237,46646148,id704
13,26702680,26969229,id705
7,151152675,151278328,id706
5,25867198,25901570,id707
7,95857167,95863190,id708
12,2762643,2764999,id709
7,15764988,15788615,id710
17,60067267,60078978,id711
1,123241975,123257196,id712
20,9967625,9992067,id713
13,18402354,18415078,id714
19,20345579,20703452,id715
1,143290553,143445866,id716
5,29082607,29101055,id717
5,41068627,41280367,id718
19,11075481,11188434,id719
6,8460685,8462922,id720
4,115666504,115848511,id721
4,109586680,109597363,id722
17,46556029,46980024,id724
12,113177275,113421749,id725
16,1608068,1715605,id726
10,32868576,33245432,id727
5,161243553,161247504,id728
11,52177862,52275436,id729
7,143850946,143872697,id730
7,20255750,20265221,id731
22,22519949,22526655,id732
20,5579723,5751724,id733
21,38929940,38984544,id734
7,41241402,41441146,id735
14,44971111,45044374,id736
1,142321151,142356177,id737
13,114018431,114083127,id738
15,2991387,3233972,id739
17,58025240,58104404,id740
5,11043413,11151777,id741
18,3813862,3847755,id742
10,65355764,65364957,id743
3,69774755,69775962,id744
6,26961265,26963950,id745
7,36033423,36036437,id746
16,55098278,55101540,id747
3,24227657,24251801,id748
15,86339208,86342870,id749
13,50954373,50955437,id750
21,17839651,17841134,id751
11,111747454,111748869,id752
11,46257833,46259140,id753
3,98678136,98679698,id754
22,16597118,16599987,id755
10,31539734,31581003,id756
1,176126936,176131692,id757
6,90844864,90854944,id758
7,48679783,48827446,id759
4,149706563,149708275,id760
7,132932664,132935743,id761
10,88554791,88632088,id762
8,75558851,75579742,id763
1,112214775,112215993,id764
21,35527386,35564512,id765
20,14637977,14643901,id766
5,55820789,55857903,id767
16,24907096,24910832,id768
15,92454868,92511389,id769
4,105476603,105478060,id770
15,87101801,87111536,id771
3,196037653,196042332,id772
5,8522254,8892572,id773
5,172747,175104,id774
1,39029256,39031056,id775
12,100705149,100753135,id776
19,39691635,40050040,id777
2,103391415,103395364,id778
5,114566211,114567233,id779
5,35009557,35010622,id780
2,51649708,51650779,id781
11,42419205,42685348,id782
13,62318701,62408775,id783
7,150706247,150869222,id784
10,87677874,87687437,id785
10,119104655,119107063,id786
19,50324429,50427137,id787
15,7713084,7719157,id788
10,18119491,18121932,id789
2,67041628,67042732,id790
2,234015070,234121732,id791
7,15822092,15824541,id792
18,7868075,7870771,id793
16,50678229,50870639,id794
2,9002428,9051326,id795
6,139176407,139196389,id796
8,118377107,118383122,id797
5,19131503,19133281,id798
2,86920105,86921330,id799
3,73769986,73772956,id800
1,41793706,41797272,id801
3,37469510,37473055,id802
7,53645913,53647231,id803
13,74574302,74575811,id804
11,89518755,89520952,id805
7,3548475,3554853,id806
2,37727470,37730864,id807
5,9891921,9893892,id808
6,43453644,43468720,id809
14,79965903,80028980,id810
12,78596988,78835124,id811
11,27937567,27977995,id812
1,133978764,133979893,id813
4,188597956,188599081,id814
22,22882039,23200749,id815
18,54674168,54903596,id816
2,205353867,205357869,id817
1,226282388,226640295,id818
1,121806224,122235360,id819
15,34356064,34472226,id820
4,37994719,37996172,id821
14,27615015,27616485,id822
21,7613687,7615124,id823
9,76064685,76065800,id824
5,147948887,147949916,id825
1,198219060,198220766,id826
4,79579550,79581481,id827
1,95102224,95103646,id828
1,138353475,138354851,id829
2,20924598,20925983,id830
16,4566886,4620534,id831
7,46267491,46274828,id832
13,110886568,110888275,id833
13,79142486,79143942,id834
6,133944715,133947367,id835
1,102316205,102317632,id836
8,135137912,135139418,id837
2,116033656,116035660,id838
3,47012652,47013780,id839
9,110962623,110963750,id840
5,103526672,103527916,id841
6,98686505,98691974,id842
17,39697258,39698586,id843
14,99009162,99011565,id844
10,50048597,50052616,id845
1,99027883,99031749,id846
1,221095708,221116952,id847
6,97751570,97761190,id848
8,66303419,66305670,id849
3,92028992,92031093,id850
5,141308871,141311037,id851
5,137658626,137661215,id852
5,66591627,66594205,id853
14,83625990,83628200,id854
11,78355257,78356582,id855
2,220589987,220591198,id856
4,130375835,130377851,id857
12,58103735,58104914,id858
1,122353644,122384204,id859
1,29858813,29866464,id860
14,445706,448439,id861
11,250965,252574,id862
7,134472015,134473192,id863
14,20362943,20367076,id864
2,195404609,195405922,id865
16,87727351,87729277,id866
20,26680037,26681854,id867
2,127983592,127984674,id868
2,233131007,233157203,id869
4,46611864,46615812,id870
7,138039361,138041011,id871
16,44845484,44846511,id872
18,66600189,66602379,id873
17,60246101,60247482,id874
4,176247627,176249422,id875
7,135160994,135162563,id876
11,70066286,70067919,id877
9,134447409,134451061,id878
20,23684934,23686666,id879
22,41368441,41369799,id880
12,42903956,42905685,id881
1,220909343,220910395,id882
8,13308435,13309479,id883
4,9525344,9527017,id884
13,84661368,84663044,id885
8,79881579,79883557,id886
4,57339689,57341211,id887
2,12937608,12939954,id888
19,6313987,6316365,id889
7,41320643,41323353,id890
15,43461044,43463804,id891
1,64688706,64691563,id892
7,88804101,88806557,id893
7,38569787,38570857,id895
4,146410423,146413388,id896
14,61504415,61505798,id897
5,51158874,51160595,id898
14,46529327,46534421,id899
7,151334413,151335813,id900
10,26499920,26502024,id901
4,93375423,93384443,id902
20,43524938,43527190,id903
5,73890111,73892737,id904
11,89606594,89607990,id905
1,136433212,136434996,id906
15,414448,416159,id907
6,21245832,21247868,id908
7,107254063,107256359,id909
7,82601974,82603384,id910
2,32063459,32065200,id911
7,112226943,112232342,id912
2,41319530,41322168,id913
1,185600024,185601647,id914
12,90609467,90612131,id915
8,34173033,34175152,id916
9,102900547,102901653,id917
16,44263789,44267032,id918
13,32871432,32873125,id919
22,41684301,41686046,id920
8,85153479,85155683,id921
19,3321355,3322383,id922
20,34897299,34898745,id923
5,103208539,103210430,id924
2,120360629,120363036,id925
12,61836008,61837894,id926
12,62397752,62398992,id927
3,11472196,11475929,id928
8,27260232,27261487,id929
3,170386181,170387507,id930
5,164425197,164426559,id931
11,32597142,32598436,id932
2,57789025,57790289,id933
6,129654163,129656005,id934
16,24103159,24104176,id935
10,125797949,125799978,id936
2,90608944,90610293,id937
19,55190348,55191484,id938
1,969992,972795,id939
1,237616989,237618062,id940
4,27174467,27177056,id941
2,207775149,207777878,id942
2,27265928,27267084,id943
22,37167539,37168909,id944
11,81841152,81842451,id945
13,2196730,2198029,id946
9,8688718,8690329,id947
15,45848998,45850083,id948
14,87992084,87993343,id949
13,107085008,107087693,id950
14,94605767,94608070,id951
10,68647148,68648288,id952
6,55589518,55591045,id953
19,14505650,14507083,id955
12,2508153,2510155,id956
4,154554715,154556039,id957
7,148957427,148958520,id958
5,34963412,34964505,id959
5,48347102,48348481,id960
7,39715932,39717547,id961
1,165139665,165141069,id962
2,211583156,211584223,id963
10,128165235,128166473,id964
15,81671524,81679310,id965
7,39534768,39543693,id966
7,104656955,104658118,id967
3,136488473,136490548,id968
13,74062119,74063514,id969
2,128355052,128356129,id970
13,87814316,87817956,id972
15,13753877,13756460,id973
8,130415515,130425995,id974
3,125944634,125946673,id975
9,22891209,22892349,id976
2,214442879,214448697,id977
21,6046368,6051658,id978
11,47311960,47314145,id979
9,69253086,69255608,id980
6,165870723,165879680,id981
6,86284071,86286066,id982
5,25823281,25831860,id983
16,52226922,52236229,id984
2,41754281,41757737,id985
8,31997911,32004082,id986
7,53952681,53974157,id987
1,210932388,210943794,id988
8,69436256,69438191,id990
2,223231808,223232978,id991
4,41631364,41632660,id992
15,50578544,50581849,id993
3,68001949,68004483,id994
6,10304243,10305360,id995
19,56925609,56926700,id996
2,193493994,193495064,id997
11,65731148,65732218,id998
12,51115638,51128921,id999
18,59586090,59598926,id1000
17,77001615,77002897,id1002
8,134766643,134768064,id1003
7,101988888,101990276,id1004
7,19523416,19525442,id1006
12,15914118,15916103,id1007
7,44598504,44604972,id1008
10,38070656,38078429,id1009
7,24842400,24896741,id1010
2,146034903,146098547,id1011
15,56932017,56977599,id1012
15,45675138,45726283,id1013
1,85417648,85423305,id1014
5,12998080,12999790,id1015
21,8893228,8894623,id1016
18,35538678,35541389,id1017
1,230958641,230960414,id1018
2,195670651,195672899,id1019
3,156465035,156466675,id1020
2,224540714,224541746,id1021
12,105734902,105736614,id1022
10,55132752,55138119,id1023
7,10657252,10659119,id1024
4,182709643,182721762,id1025
2,26976576,26978264,id1026
14,35302283,35311564,id1027
4,35020480,35026714,id1028
5,145739535,145740707,id1029
18,31095194,31096858,id1030
7,132591988,132599985,id1031
1,41523211,41528499,id1032
1,100822928,100830308,id1033
9,10695431,10704367,id1034
10,124440896,124442034,id1035
10,130388077,130389409,id1036
5,108844498,108876118,id1037
4,52571168,52572274,id1038
12,45013260,45021209,id1039
2,176175521,176208102,id1040
15,20059329,20060883,id1041
8,48087258,48092497,id1042
6,155786627,155788491,id1043
11,37437952,37439092,id1044
13,67328725,67329791,id1045
22,462205,463587,id1046
13,67781917,67783636,id1047
10,6741554,6751215,id1048
1,194212520,194213636,id1049
15,36680371,36682039,id1050
3,52754587,52756209,id1051
15,88776892,88780144,id1052
14,63301464,63308410,id1053
7,8912049,8915825,id1054
16,54361107,54362723,id1055
4,175982110,175987105,id1056
22,24615293,24619519,id1057
20,8747425,8749449,id1058
1,32193514,32194611,id1059
20,57927731,57935113,id1060
9,77824821,77828350,id1061
7,8583776,8607595,id1062
18,54827134,54828939,id1063
2,57952192,57954468,id1064
14,45305906,45312084,id1065
2,24378893,24380120,id1066
1,171624752,171625812,id1067
4,184952809,184953899,id1068
7,142956362,142962514,id1069
9,12883630,12885100,id1070
11,76887367,76888575,id1071
16,21798070,21799723,id1072
5,23648492,23651486,id1073
22,26072088,26074506,id1074
10,19490921,19492025,id1075
19,50731132,50732180,id1076
2,162761558,162763519,id1077
4,24649349,24650945,id1078
12,120334518,120337112,id1079
16,79642152,79643451,id1080
9,89676252,89677291,id1081
8,106891307,106892673,id1082
7,83610371,83611489,id1083
3,129127630,129150015,id1084
4,177142218,177143441,id1085
19,2477842,2505045,id1086
4,23671739,23693915,id1087
18,78995664,78997883,id1088
6,128316785,128318350,id1089
6,47153813,47156298,id1090
