chr,coor_s,coor_e,ids
11,107128745,107577839,id290
11,85997179,86008060,id291
2,106464978,106527399,id292
11,79756015,79763071,id293
15,100690744,100705455,id294
2,41099061,41160631,id295
1,150088998,150096954,id296
6,167738219,167859042,id297
21,25445346,25450661,id298
3,27398875,27472761,id299
10,48905123,49024202,id300
2,120914848,121187759,id301
3,66391554,66393166,id302
16,53241371,53246068,id303
22,40560909,40605634,id304
7,108974937,108992594,id305
9,34172369,34177309,id306
4,155830379,155841383,id307
2,30616506,30973086,id308
11,87004078,87116740,id309
19,33416442,33482490,id310
1,243353816,244184165,id311
5,94936115,95904956,id312
6,70110433,70185160,id313
3,119586054,119588584,id314
21,34246922,34333780,id315
9,12162043,12176489,id316
17,34748684,34752511,id317
10,109937924,109943137,id318
5,14313951,15166143,id319
1,86104551,86256000,id320
12,26854894,26863638,id321
1,69146003,69147550,id322
19,48137858,48139507,id323
3,176315981,176320642,id324
17,14982892,14984073,id325
2,207546008,207548833,id326
12,130892217,130981494,id327
9,11174114,11457494,id328
8,10243314,10295816,id329
12,13456211,13496018,id330
2,183247607,183284531,id331
18,61646932,62576531,id332
5,75354270,75831238,id333
20,17883544,17909630,id334
4,54830761,54833281,id335
9,21460527,21462099,id336
8,95139592,95141261,id337
19,40179333,40180380,id338
21,464035,468329,id339
3,56281137,56285952,id341
1,197321980,197327773,id342
4,121615542,121616778,id343
17,82833343,82834584,id344
4,88641602,88642689,id345
8,62347162,62348236,id346
12,67991787,67993538,id347
17,76966075,76967616,id348
9,51742784,51769032,id349
15,72045268,72069040,id350
20,26839335,26840695,id351
14,62880648,62884103,id352
6,27317657,27320886,id353
3,24798764,24799809,id354
3,76106026,76107633,id355
12,87080903,87082663,id356
15,30645489,30656072,id358
9,62746865,62759356,id359
6,106696202,106697582,id360
6,56909340,56914141,id361
21,18456812,18458140,id362
4,36877146,36880585,id363
5,118694329,118695664,id364
11,87412810,87414603,id365
6,108850711,108865222,id366
2,70841013,70842830,id367
3,194624579,194629649,id368
14,72297606,72299838,id369
7,50608217,50610844,id370
4,81015182,81016328,id371
11,57639819,57652258,id372
12,118319453,118321234,id373
3,120924751,120926584,id374
3,133889552,133890664,id375
5,12353234,12355454,id376
7,15535116,15536904,id377
5,53299439,53300636,id378
13,87251431,87275440,id379
21,28122087,28148991,id380
1,145138422,145158930,id381
20,60217552,60230352,id382
8,95649864,95651180,id383
15,43602716,43604371,id384
1,58700166,58701312,id385
12,13261128,13264003,id386
3,192914423,192915787,id387
2,69526591,69528260,id389
9,65817440,65819846,id390
15,60259339,60261019,id391
8,139426127,139427180,id392
19,1578329,1579495,id393
6,150072112,150073570,id394
17,9289520,9291192,id395
4,117177213,117215669,id398
9,31360744,31362298,id399
9,62026462,62028802,id400
12,15521201,15522634,id401
11,117378807,117380562,id402
17,63855992,63857447,id403
17,16116660,16121380,id404
15,80346562,80347701,id405
15,70781118,70783946,id406
5,124700189,124706267,id407
11,39122938,39130589,id408
10,20283916,20285230,id409
11,63955543,63956970,id410
2,98132208,98133421,id411
3,155785669,155790603,id412
9,101781019,101783247,id413
14,30315124,30316423,id414
10,6440039,6441470,id415
18,75126086,75127245,id416
3,142512538,142515184,id417
1,6721836,6722860,id418
13,92068466,92069719,id419
3,48619416,48620928,id420
1,221892125,221893838,id421
8,83610662,83612536,id422
13,105339798,105341808,id423
14,48021440,48022852,id424
4,28564535,28566614,id425
7,77951532,77953458,id426
16,4536535,4537570,id427
1,85913755,85915799,id428
4,36350001,36352548,id429
16,48069075,48071433,id430
2,194175645,194178146,id431
1,169254033,169256772,id432
4,28530837,28544553,id433
14,66462314,66463539,id434
2,96405863,96407215,id435
18,563171,565052,id436
1,47468017,47471003,id437
4,24917734,24918757,id438
2,168334194,168335306,id439
7,141399164,141402017,id440
7,93517787,93519310,id441
6,118114477,118116179,id442
13,46558491,46559747,id443
14,74914393,74915870,id444
12,54535249,54537280,id445
4,166078365,166079490,id446
22,17061581,17062649,id447
13,85371939,85373606,id448
1,56095979,56097727,id449
1,9388108,9390504,id450
18,15330761,15334706,id451
8,56509087,56537737,id452
14,24698677,24703505,id453
1,114739634,114741280,id454
7,135490291,135559235,id455
2,149737071,149738555,id456
9,10117803,10121339,id457
9,60485143,60524869,id458
3,27755870,27759155,id459
11,63112322,63113566,id460
13,47271612,47272741,id461
7,119447194,119448277,id462
10,84907289,84911316,id463
3,145209832,145210924,id464
13,44016945,44018037,id465
8,84980507,84983040,id466
22,40767352,40783492,id467
1,21900375,21941368,id468
9,108544150,108546457,id469
1,136380643,136381973,id470
9,61816319,61817711,id471
4,143628150,143632561,id472
14,10108282,10110668,id473
1,26108275,26110052,id474
1,852523,854296,id475
1,44280985,44539343,id476
17,58344397,58345532,id477
14,92890216,92891585,id478
17,69557959,69559826,id479
13,45943909,45951834,id480
1,55448520,55524520,id481
8,96012177,96018372,id482
14,28462426,28469276,id483
5,141596488,141603950,id484
11,123328074,123335201,id485
11,48011553,48053845,id486
4,143484869,143492532,id487
6,141378862,141385972,id488
5,61358490,61360776,id489
22,48868859,48871316,id490
2,3146889,3148579,id491
4,57880520,57882759,id492
3,61761716,61763610,id493
9,88520595,88524302,id494
2,141380664,141381872,id495
1,158650962,158652122,id496
13,106207082,106208326,id497
8,13918138,13921897,id498
6,158382459,158391493,id499
10,123949656,123953353,id500
2,10542250,10567040,id501
4,183804326,183806228,id502
1,168844627,168846319,id503
15,98379638,98380650,id504
16,76451418,76454277,id505
9,136164536,136165557,id506
7,135774023,135826717,id507
1,57219008,57221248,id508
3,70515835,70516856,id509
9,100124048,100125764,id510
12,62018747,62171020,id511
4,180753843,180755207,id512
6,15069462,15072260,id513
1,230764244,230765471,id514
12,1824527,1825793,id515
11,48920554,48923162,id516
17,22241307,22245279,id517
3,72653372,72655166,id518
11,50002557,50029658,id519
18,11392415,11400900,id520
2,105572538,105582828,id521
5,61043596,61048710,id522
4,103813708,103815659,id523
13,95825745,95834790,id524
12,63587486,63610270,id525
3,127802997,127804975,id526
12,47188646,47208508,id527
10,47247172,47266379,id528
10,85052575,85054401,id529
9,134239928,134241140,id530
1,244726747,244727861,id531
12,129380381,129382555,id532
11,45896155,45898913,id533
16,64212785,64213898,id534
7,18393685,18395144,id535
16,10251159,10252330,id536
6,156391881,156429095,id537
9,136122704,136125329,id538
22,24032189,24034570,id539
1,7244247,7245797,id540
1,86338440,86340048,id541
5,6774603,6775650,id542
21,15852252,15855960,id543
17,76549910,76551291,id544
21,30092818,30099296,id545
15,80832650,80835684,id546
4,170386920,170388633,id547
6,98891924,98898196,id548
19,21202548,21319995,id549
3,133099672,133101696,id550
3,189336147,189338901,id551
20,44709107,44843000,id552
14,103507833,103618113,id553
17,75585754,75586803,id554
20,19129967,19131040,id555
7,122848411,122851108,id557
7,88562791,88564841,id558
13,101102374,101104242,id559
14,25389208,25390556,id560
1,218918430,218920346,id561
8,73935553,73937370,id562
18,71111163,71112536,id564
1,244396027,244398268,id565
11,5796,18262,id566
5,67289218,67291642,id567
4,28511483,28513895,id568
6,149822010,149840290,id569
1,164314742,164318484,id570
12,34451548,34452776,id571
16,60096387,60107859,id572
12,103540630,103542198,id573
3,7094274,7103384,id574
11,128318948,128321984,id575
12,5133601,5231929,id576
2,137777670,137837281,id577
18,24392614,24431240,id578
9,96464333,96490579,id579
12,99031431,99046080,id580
4,19416764,19418840,id581
6,158184712,158189632,id582
22,48346137,48361016,id583
7,14944179,14945482,id584
5,178576291,178577775,id585
19,54551686,54553619,id589
15,38812037,38813968,id590
5,33120199,33121389,id592
5,23037390,23038699,id593
4,90796780,90797868,id594
3,105223691,105224782,id595
16,2344201,2345416,id596
16,69667186,69668254,id597
1,155771723,155772995,id598
12,54371668,54404372,id599
9,95075834,95078974,id600
6,60068389,60070349,id601
1,23947002,23949047,id602
14,64140955,64142602,id603
2,84751626,84752995,id604
22,5071942,5074074,id605
6,28183644,28184945,id606
1,65476128,65477568,id607
7,27507693,27508922,id608
15,4424540,4427668,id609
20,4113121,4167678,id610
14,52081030,52098438,id611
3,71533563,71535078,id612
4,170385642,170386906,id613
8,57193008,57196184,id614
12,100436042,100438107,id615
3,74242814,74244858,id616
8,107208208,107210013,id617
14,74837912,74839830,id618
4,112584282,112585918,id619
8,118246027,118247076,id620
11,72105509,72108983,id621
3,34470623,34472221,id622
2,31091362,31092722,id623
9,93391291,93392519,id624
1,177981990,177987016,id625
8,120850830,120862860,id626
17,47370346,47373446,id627
5,144760832,144763832,id628
1,235504855,235506538,id629
12,58878132,58879634,id630
14,89128573,89129675,id631
5,32377994,32399498,id632
3,94974373,94976031,id633
20,19001349,19003282,id634
2,128932655,128935630,id635
12,61862925,61863950,id636
8,141729175,141731366,id637
13,68072621,68076418,id638
15,37889617,37890747,id639
12,67808079,67809080,id640
14,68923938,68925194,id641
14,97628114,97629399,id642
9,63412172,63416945,id643
4,6502512,6504030,id644
1,148060950,148062399,id645
3,93074591,93076023,id646
14,83227022,83229338,id647
12,75898483,75900798,id648
4,126205880,126206972,id649
7,63813110,63814167,id650
3,102619500,102622460,id651
15,47654852,47656738,id652
8,129262713,129263755,id653
6,166422539,166423885,id654
2,104029643,104030810,id655
4,182206569,182207808,id656
20,29281640,29282926,id657
2,195045145,195047835,id658
11,134543312,134544814,id659
11,3915716,3920170,id660
16,29763354,29764906,id661
4,166678597,166689124,id662
11,82774399,82778549,id663
5,59916295,59918702,id664
9,77688705,77689767,id665
8,853998,855504,id666
10,98911479,98912677,id667
6,50113555,50115042,id668
8,137179056,137187081,id669
11,28199939,28240995,id670
1,235732993,235741023,id671
19,45697266,45698462,id672
8,63770140,63776791,id673
8,83937168,83944154,id674
4,44935506,44942077,id675
2,241833786,241861664,id676
6,99924695,99927472,id677
3,141864207,141898342,id678
1,5785833,5788585,id679
1,219566634,219580195,id680
20,56635832,56650121,id681
12,68938832,68942369,id682
22,28566278,28567672,id683
1,46631790,46633637,id684
18,34922376,34924773,id685
16,10560924,10583716,id686
11,125762220,125763627,id687
14,53507341,53508598,id688
7,87154786,87156389,id689
1,115066777,115068247,id690
21,8573829,8575000,id691
1,239383937,239387307,id692
3,155558770,155560892,id693
14,101133950,101135022,id694
2,79114157,79116426,id695
13,66733417,66736018,id696
5,81236510,81240300,id697
5,29622090,29624957,id698
8,14371948,14374254,id699
11,134516659,134550909,id700
8,118261119,118340478,id701
8,96094775,96267692,id702
11,2448078,2478657,id703
17,56881063,57193974,id704
10,72400702,72667251,id705
6,146230528,146356181,id706
13,58492481,58526853,id707
2,130774691,130780714,id708
20,16162626,16164982,id709
8,71850887,71874514,id710
21,45874963,45886674,id711
19,40945187,40960408,id712
6,67560600,67585042,id713
2,113438945,113451669,id714
2,120632172,120990045,id715
2,3416197,3571510,id716
1,234849953,234868401,id717
8,15211972,15423712,id718
6,95919317,96032270,id719
1,157725160,157727397,id720
1,146136619,146318626,id721
5,132487719,132498402,id722
9,107056379,107480374,id724
17,19445180,19689654,id725
7,617849,725386,id726
10,111765959,112142815,id727
1,229612572,229616523,id728
2,241935202,242032776,id729
2,113084780,113106531,id730
11,131590864,131600335,id731
22,7319293,7325999,id732
1,184684177,184856178,id733
3,79624275,79678879,id734
12,103786495,103986239,id735
8,97908881,97982144,id736
12,27181104,27216130,id737
8,118290714,118355410,id738
21,33142673,33385258,id739
2,76712809,76791973,id740
7,33748513,33856877,id741
3,195430140,195464033,id742
2,178339130,178348323,id743
10,84774238,84775445,id744
17,81234361,81237046,id745
1,141463366,141466380,id746
14,2786018,2789280,id747
17,79184636,79208780,id748
12,107877437,107881099,id749
4,183214920,183215984,id750
8,48996097,48997580,id751
7,121669071,121670486,id752
22,19864969,19866276,id753
6,113331776,113333338,id754
5,13680838,13683707,id755
1,228119275,228160544,id756
1,104700519,104705275,id757
6,30546397,30556477,id758
7,90823760,90971423,id759
9,128140482,128142194,id760
5,143451175,143454254,id761
2,235491391,235568688,id762
3,128176518,128197409,id763
2,98157424,98158642,id764
16,82665672,82702798,id765
21,18706272,18712196,id766
18,45417398,45454512,id767
7,56701872,56705608,id768
22,14819374,14875895,id769
1,203462091,203463548,id770
2,43945091,43954826,id771
3,135627501,135632180,id772
19,18458388,18828706,id773
5,21244802,21247159,id774
8,120726546,120728346,id775
20,59647757,59695743,id776
9,30188836,30547241,id777
5,71971423,71975372,id778
4,180600548,180601570,id779
13,110618675,110619740,id780
16,56871410,56872481,id781
9,20029463,20295606,id782
17,4175023,4265097,id783
3,163337727,163500702,id784
12,122311570,122321133,id785
14,21029933,21032341,id786
13,92760448,92863156,id787
16,26833306,26839379,id788
10,27751391,27753832,id789
4,71406635,71407739,id790
10,109302733,109409395,id791
7,5485837,5488286,id792
13,36688863,36691559,id793
8,31859558,32051968,id794
1,11027257,11076155,id795
5,179416735,179436717,id796
6,56230583,56236598,id797
9,75096688,75098466,id798
5,73055806,73057031,id799
6,52345118,52348088,id800
13,3774857,3778423,id801
9,46146330,46149875,id802
15,75261702,75263020,id803
6,131268871,131270380,id804
2,148958651,148960848,id805
2,229397608,229403986,id806
18,35093324,35096718,id807
11,13219411,13221382,id808
18,66818342,66833418,id809
5,219725,282802,id810
11,24487479,24725615,id811
9,81248307,81288735,id812
1,166266699,166267828,id813
15,3799611,3800736,id814
10,94796124,95114834,id815
4,153558149,153787577,id816
13,68594995,68598997,id817
1,138460125,138818032,id818
4,72680372,73109508,id819
11,97362101,97478263,id820
16,81523483,81524936,id821
6,167071353,167072823,id822
9,118401001,118402438,id823
8,44011607,44012722,id824
3,136743802,136744831,id825
11,65617266,65618972,id826
2,221733024,221734955,id827
15,86808927,86810349,id828
3,22200604,22201980,id829
16,77687520,77688905,id830
1,145185146,145238794,id831
6,88358290,88365627,id832
5,154589488,154591195,id833
12,21808603,21810059,id834
7,99533202,99535854,id835
6,47364327,47365754,id836
7,153986650,153988156,id837
16,65564867,65566871,id838
11,114378852,114379980,id839
7,37524567,37525694,id840
11,101708114,101709358,id841
6,41437593,41443062,id842
5,41022668,41023996,id843
6,68176462,68178865,id844
13,52689616,52693635,id845
3,1792380,1796246,id846
1,218911627,218932871,id847
8,131392823,131402443,id848
8,24302227,24304478,id849
5,95626186,95628287,id850
3,59827172,59829338,id851
8,46794033,46796622,id852
18,69361345,69363923,id853
8,122674923,122677133,id854
14,83626079,83627404,id855
6,28594889,28596100,id856
7,68873586,68875602,id857
8,34493979,34495158,id858
5,82307824,82338384,id859
20,763325,770976,id860
14,55347511,55350244,id861
12,124285852,124287461,id862
18,12037933,12039110,id863
13,20445636,20449769,id864
15,6104857,6106170,id865
20,9484436,9486362,id866
9,137054760,137056577,id867
2,245106,246188,id868
12,104616114,104642310,id869
6,81162472,81166420,id870
4,67659344,67660994,id871
4,94576293,94577320,id872
6,79940629,79942819,id873
1,182963324,182964705,id874
1,24789886,24791681,id875
5,27013825,27015394,id876
20,42157636,42159269,id877
14,31505062,31508714,id878
15,18552012,18553744,id879
11,97540399,97541757,id880
3,60891410,60893139,id881
11,121922706,121923758,id882
5,96194807,96195851,id883
9,41747765,41749438,id884
13,103481858,103483534,id885
1,5171366,5173344,id886
16,36976924,36978446,id887
3,149028211,149030557,id888
17,17991651,17994029,id889
3,156503362,156506072,id890
3,197789974,197792734,id891
11,69012099,69014956,id892
9,30947186,30949642,id893
18,23725664,23726734,id895
7,60261179,60264144,id896
2,194919373,194920756,id897
18,24677492,24679213,id898
21,4558737,4563831,id899
19,21902455,21903855,id900
2,107894475,107896579,id901
6,128551370,128560390,id902
10,39103357,39105609,id903
1,73452956,73455582,id904
10,5983587,5984983,id905
15,94042773,94044557,id906
3,184523926,184525637,id907
8,116271350,116273386,id908
7,99267503,99269799,id909
11,133941530,133942940,id910
10,49960168,49961909,id911
17,42021712,42027111,id912
1,38318217,38320855,id913
17,26781999,26783622,id914
15,43782216,43784880,id915
18,58645157,58647276,id916
4,166629363,166630469,id917
21,36904038,36907281,id918
22,34897329,34899022,id919
5,108272831,108274576,id920
9,136136474,136138678,id921
13,46560693,46561721,id922
3,109609833,109611279,id923
14,40029961,40031852,id924
15,28250277,28252684,id925
12,33773134,33775020,id926
22,47035173,47036413,id927
1,145574087,145577820,id928
16,73731372,73732627,id929
15,35280230,35281556,id930
5,66211935,66213297,id931
11,25090259,25091553,id932
10,63843487,63844751,id933
5,107363773,107365615,id934
13,61588801,61589818,id935
3,23781852,23783881,id936
13,68517779,68519128,id937
8,42292333,42293469,id938
17,78761277,78764080,id939
16,78726780,78727853,id940
13,45064578,45067167,id941
2,228622886,228625615,id942
14,63719157,63720313,id943
15,99471577,99472947,id944
2,30187749,30189048,id945
16,51450095,51451394,id946
18,44806092,44807703,id947
14,103634798,103635883,id948
12,66729261,66730520,id949
10,37508288,37510973,id950
5,56629233,56631536,id951
10,100860775,100861915,id952
1,179150675,179152202,id953
16,66227458,66228891,id955
9,118788808,118790810,id956
8,82858933,82860257,id957
13,71565066,71566159,id958
11,56248933,56250026,id959
8,54946421,54947800,id960
3,132807768,132809383,id961
21,2993329,2994733,id962
1,17893925,17894992,id963
6,131784557,131785795,id964
3,171391358,171399144,id965
16,54772663,54781588,id966
11,782096,783259,id967
10,19265749,19267824,id968
15,58811569,58812964,id969
4,47100939,47102016,id970
8,98856255,98859895,id972
2,163745494,163748077,id973
7,47546935,47557415,id974
17,37138038,37140077,id975
17,38613031,38614171,id976
13,73395263,73401081,id977
6,100126229,100131519,id978
4,155548141,155550326,id979
3,66680616,66683138,id980
9,31428332,31437289,id981
9,71316228,71318223,id982
10,80534757,80543336,id983
20,57997598,58006905,id984
22,11495027,11498483,id985
9,44997427,45003598,id986
18,35619178,35640654,id987
4,111300796,111312202,id988
19,9695740,9697675,id990
20,12771677,12772847,id991
14,51850828,51852124,id992
1,18796847,18800152,id993
12,97923826,97926360,id994
6,41674635,41675752,id995
19,7671974,7673065,id996
10,119673488,119674558,id997
1,161655909,161656979,id998
2,42366224,42379507,id999
12,38762169,38775005,id1000
15,5240559,5241841,id1002
17,38988257,38989678,id1003
6,7550566,7551954,id1004
1,243674347,243676373,id1006
7,34812163,34814148,id1007
5,85778055,85784523,id1008
1,202227325,202235098,id1009
1,219436247,219490588,id1010
10,34846006,34909650,id1011
7,96811908,96857490,id1012
9,5604200,5655345,id1013
2,27970372,27976029,id1014
7,3832185,3833895,id1015
11,44672608,44674003,id1016
8,71566055,71568766,id1017
7,91441065,91442838,id1018
7,128562272,128564520,id1019
2,68222036,68223676,id1020
8,91747256,91748288,id1021
1,12180703,12182415,id1022
8,51464805,51470172,id1023
11,77485741,77487608,id1024
4,38392175,38404294,id1025
4,73957753,73959441,id1026
2,146142297,146151578,id1027
3,127220522,127226756,id1028
6,37059930,37061102,id1029
15,84289648,84291312,id1030
4,185369066,185377063,id1031
11,33022740,33028028,id1032
18,54482032,54489412,id1033
14,29780677,29789613,id1034
13,91122892,91124030,id1035
6,157038471,157039803,id1036
5,177273646,177305266,id1037
12,64958783,64959889,id1038
22,12196239,12204188,id1039
11,97059480,97092061,id1040
5,132062170,132063724,id1041
7,80018112,80023351,id1042
1,97368475,97370339,id1043
6,168881422,168882562,id1044
4,95577757,95578823,id1045
10,23574396,23575778,id1046
13,20809860,20811579,id1047
1,156770705,156780366,id1048
4,46186437,46187553,id1049
6,30284592,30286260,id1050
14,30179670,30181292,id1051
2,90775462,90778714,id1052
15,49293459,49300405,id1053
1,210368553,210372329,id1054
4,62073754,62075370,id1055
4,23827483,23832478,id1056
8,22612183,22616409,id1057
1,87387267,87389291,id1058
14,64010617,64011714,id1059
8,13889822,13897204,id1060
7,117259180,117262709,id1061
10,97356596,97380415,id1062
16,73044541,73046346,id1063
13,77704311,77706587,id1064
1,38042027,38048205,id1065
3,154085869,154087096,id1066
9,79977314,79978374,id1067
17,47693197,47694287,id1068
3,117048231,117054383,id1069
6,2819433,2820903,id1070
7,36309301,36310509,id1071
6,160085045,160086698,id1072
19,3569105,3572099,id1073
18,43152061,43154479,id1074
5,180445921,180447025,id1075
6,7183403,7184451,id1076
4,30805593,30807554,id1077
3,138470150,138471746,id1078
17,67016316,67018910,id1079
6,24238917,24240216,id1080
1,23479239,23480278,id1081
8,133384903,133386269,id1082
1,183616484,183617602,id1083
6,49799374,49821759,id1084
20,53886201,53887424,id1085
12,52029672,52056875,id1086
10,44510724,44532900,id1087
5,49895141,49897360,id1088
5,156354983,156356548,id1089
8,88743720,88746205,id1090
15,75599675,75601550,id1091
