chr,coor_s,coor_e,ids
6,83494763,83497472,id83
8,119220439,119223934,id84
17,37132037,37211509,id85
8,14299490,14362396,id86
7,132714909,132717219,id87
8,48537283,48541713,id88
10,49008825,49010120,id89
3,65545345,65549721,id90
1,192502526,192507040,id91
19,53174656,53176754,id92
16,5989477,5990496,id93
4,73582550,73584470,id94
6,161846226,161847424,id95
16,89615974,89617583,id96
8,114566858,114573896,id97
3,102224334,102225664,id98
6,56812582,56813862,id99
11,128311711,128313307,id100
4,20070678,20071825,id101
2,212289784,212291539,id102
10,68105414,68106667,id103
1,234497356,234500308,id104
14,65508269,65509949,id105
6,137117447,137118490,id106
12,79397460,79398966,id107
13,16022405,16025522,id108
2,142983541,142984758,id109
2,40852915,40854697,id110
1,105943316,105945074,id111
15,85288259,85289477,id112
12,128576521,128578206,id113
3,186642726,186644241,id114
8,82464239,82466002,id115
3,106435066,106436087,id116
14,16055361,16057058,id117
3,139693026,139695962,id118
5,94999366,95001123,id119
5,50093929,50097118,id120
7,85901135,85902821,id121
5,151519366,151521906,id122
2,46400365,46401607,id123
9,79331960,79334996,id124
15,70357061,70358176,id125
20,56895910,56896923,id126
2,93017783,93020298,id127
2,55866520,55867859,id128
12,130840144,130841562,id129
14,74662123,74664011,id130
3,99769084,99772475,id131
14,97820310,97821850,id132
3,15636435,15637537,id133
7,20545908,20547181,id134
5,165544805,165547198,id135
22,32025333,32027560,id136
5,168013373,168014619,id137
15,15249872,15256464,id138
5,65551437,65553429,id139
5,140273229,140289571,id140
7,35334550,35335994,id142
13,39943801,39960131,id143
17,21012031,21014045,id144
20,59762015,59768179,id145
3,178121708,178124668,id146
1,54072472,54074029,id147
5,70622161,70623589,id148
1,73466432,73469154,id149
12,119693269,119695188,id150
10,96466110,96467236,id151
18,27945665,27947324,id152
6,69657293,69663303,id153
3,54272291,54273651,id154
9,93118264,93122643,id155
8,93190323,93192156,id156
19,33956282,33959244,id157
15,31833100,31834485,id158
13,16593419,16594554,id159
3,98859034,98921174,id160
11,29520600,29549224,id161
6,58904611,58906106,id162
9,68700673,68756364,id163
14,39398393,39427986,id164
22,13198618,13200687,id165
14,91925837,91930037,id166
10,110651809,110652888,id167
12,56153056,56155122,id168
4,54605692,54607303,id169
14,36037576,36039081,id170
8,8854803,8856348,id171
1,89955946,89957270,id172
8,94451195,94452687,id173
1,181233289,181234486,id174
3,142601045,142602450,id175
7,73472845,73474100,id176
5,133424481,133426014,id177
8,120527128,120528160,id178
9,126454520,126456351,id179
12,35988494,35990930,id180
12,115318186,115319451,id181
6,60324804,60325881,id182
3,300820,305846,id183
12,57799808,57801933,id184
20,40892348,40894480,id185
18,25582584,25584236,id186
14,18897124,18900882,id187
6,157488572,157489881,id188
4,171096161,171099260,id189
20,13883876,13885628,id190
4,101607245,101609295,id191
15,99015400,99017590,id192
2,191468578,191469830,id193
1,172177840,172179334,id194
9,90003311,90004388,id195
4,25412194,25413308,id196
1,186317918,186319655,id197
19,50161319,50162619,id198
18,23590707,23592239,id199
13,5027762,5028965,id200
10,122631444,122632657,id201
12,129976170,129978337,id202
7,35419761,35421627,id203
3,12607207,12608332,id204
22,3116854,3117895,id205
2,143525220,143527405,id206
17,797664,800792,id207
21,40679259,40682222,id208
15,95884233,95886818,id209
2,155543894,155545112,id210
15,83369360,83371267,id211
4,24789275,24791713,id212
2,202784672,202788815,id213
3,114863631,114865006,id214
18,75499276,75548567,id215
8,134857611,135165182,id216
2,140069014,140070835,id217
20,63685032,63714483,id218
4,64787333,64793488,id219
1,111040754,111042781,id220
4,176599135,176642934,id221
21,5052095,5080322,id222
3,188162036,188168130,id223
13,86119772,86123314,id224
4,24898292,24932435,id225
10,100367901,100369737,id226
5,152188474,152226601,id227
4,25848253,25859093,id228
16,14094490,14095603,id229
2,9794766,9812619,id230
14,24690531,24692430,id231
3,169541927,169545514,id232
7,99020853,99022640,id233
9,44664510,44666330,id234
3,191213873,191215011,id235
2,25666300,25667439,id236
13,6115524,6117498,id237
4,139650039,139657157,id238
19,55849926,55853279,id239
6,122123642,122127397,id240
12,15798045,15799806,id241
20,6870152,6871303,id242
1,105753044,105755034,id243
5,97264444,97267070,id244
14,90001243,90003277,id245
10,78751924,78753907,id246
5,88510169,88511218,id247
9,27856763,27858638,id248
10,54998206,55000288,id249
14,26992317,26994722,id250
3,71857918,71863852,id251
2,103814853,103823717,id252
3,35201411,35279519,id253
12,91236020,91342463,id254
6,113807798,113810271,id255
6,58758734,58760008,id256
8,15938338,15939437,id257
3,65321505,65322600,id258
18,29126767,29128067,id259
13,24192571,24290220,id260
11,50385545,50410932,id261
5,47966633,48055571,id262
2,34893282,34894937,id263
3,182842872,182847109,id265
5,137782479,137784524,id266
2,90053471,90054960,id267
6,54785600,54787404,id268
10,92108535,92109615,id269
6,120422888,120424518,id270
1,153277922,153279391,id271
8,3868398,3869695,id272
5,93005502,93007158,id273
11,43855407,43857029,id274
7,95594624,95596937,id275
12,120027663,120028877,id276
14,67139000,67212004,id277
1,214211582,214213587,id278
17,71552026,71553662,id279
5,139180958,139183154,id280
1,93856597,93858176,id281
3,103224094,103225871,id282
11,46265627,46267105,id283
16,8513769,8546048,id284
17,49772540,49798398,id285
13,44638538,44640429,id286
14,59557983,59584629,id287
19,45884012,46427861,id288
3,55680831,56103487,id289
20,40947953,41397047,id290
1,121389364,121400245,id291
7,86221883,86284304,id292
3,57317354,57324410,id293
14,102785259,102799970,id294
3,192770954,192832524,id295
15,48081054,48089010,id296
15,25886294,26007117,id297
7,90230247,90235562,id298
2,33239834,33313720,id299
3,98253401,98372480,id300
9,79373052,79645963,id301
11,36809986,36811598,id302
1,118360957,118365654,id303
15,50320493,50365218,id304
4,129303384,129321041,id305
7,143147405,143152345,id306
11,13143035,13154039,id307
11,64155097,64511677,id308
13,46135190,46247852,id309
2,64507212,64573260,id310
11,63489206,64319555,id311
10,91189445,92158286,id312
9,133515448,133590175,id313
5,75705524,75708054,id314
17,73183810,73270668,id315
1,213794318,213808764,id316
9,63639813,63643640,id317
5,18393175,18398388,id318
11,54304410,55156602,id319
9,82637325,82788774,id320
2,29021480,29030224,id321
5,50111045,50112592,id322
3,129492551,129494200,id323
5,170184830,170189491,id324
1,122246661,122247842,id325
3,148976368,148979193,id326
15,61480063,61569340,id327
7,67557546,67840926,id328
4,182935756,182988258,id329
12,36423556,36463363,id330
5,52523631,52560555,id331
10,92249007,93178606,id332
3,52793936,53270904,id333
5,157819051,157845137,id334
13,16425177,16427697,id335
15,100639893,100641465,id336
13,26763509,26765178,id337
6,108928882,108929929,id338
11,116109282,116113576,id339
3,139263106,139267921,id341
4,40236338,40242131,id342
1,199690052,199691288,id343
2,14113570,14114811,id344
21,704892,705979,id345
4,10136449,10137523,id346
15,62954326,62956077,id347
13,95976509,95978050,id348
9,86434844,86461092,id349
1,244293078,244316850,id350
15,41656401,41657761,id351
3,14479749,14483204,id352
6,159126628,159129857,id353
3,77668832,77669877,id354
4,101355553,101357160,id355
18,33978212,33979972,id356
13,43580871,43591454,id358
2,95977502,95989993,id359
11,106692777,106694157,id360
7,53596152,53600953,id361
9,35539056,35540384,id362
10,40145002,40148441,id363
7,156694210,156695545,id364
6,18806906,18808699,id365
17,19249586,19264097,id366
13,17657132,17658949,id367
22,42185731,42190801,id368
1,228857030,228859262,id369
2,4652189,4654816,id370
10,111520620,111521766,id371
22,48047922,48060361,id372
14,67470586,67472367,id373
7,6282071,6283904,id374
6,2018152,2019264,id375
5,98938637,98940857,id376
1,212628837,212630625,id377
6,142067376,142068573,id378
1,116608903,116632912,id379
6,48029551,48056455,id380
5,166863193,166883701,id381
5,91108897,91121697,id382
2,210761387,210762703,id383
4,112724283,112725938,id384
10,58108412,58109558,id385
12,54907971,54910846,id386
1,177884678,177886042,id387
6,90327905,90329574,id389
16,16279350,16281756,id390
6,88110024,88111704,id391
9,8485913,8486966,id392
8,73629714,73630880,id393
11,28115550,28117008,id394
21,3923994,3925666,id395
16,89239741,89278197,id398
11,131749365,131750919,id399
10,10021768,10024108,id400
19,23466410,23467843,id401
13,58887222,58888977,id402
3,108930449,108931904,id403
6,7746415,7751135,id404
22,35956005,35957144,id405
22,5360863,5363691,id406
1,191005463,191011541,id407
18,45282795,45290446,id408
1,208905785,208907099,id409
19,39677514,39678941,id410
10,78087566,78088779,id411
1,242015334,242020268,id412
1,104077989,104080217,id413
4,177660791,177662090,id414
6,63323396,63324827,id415
22,9660584,9661743,id416
1,233458046,233460692,id417
9,116590582,116591606,id418
13,23589042,23590295,id419
2,109707665,109709177,id420
1,246949625,246951338,id421
18,32726892,32728766,id422
6,140595906,140597916,id423
19,51341323,51342735,id424
3,121048287,121050366,id425
21,24836237,24838163,id426
5,138015079,138016114,id427
3,156983118,156985162,id428
12,31051651,31054198,id429
3,52234936,52237294,id430
9,56467163,56469664,id431
9,124232194,124234933,id432
7,147405246,147418962,id433
12,131494296,131495521,id434
19,31020660,31022012,id435
1,130827430,130829311,id436
9,119535730,119538716,id437
19,19343037,19344060,id438
7,154554104,154555216,id439
7,55848800,55851653,id440
16,45858713,45860236,id441
22,18957880,18959582,id442
14,52317365,52318621,id443
7,44685139,44686616,id444
16,55300799,55302830,id445
4,51815497,51816622,id446
8,113446093,113447161,id447
3,184160630,184162297,id448
1,129194518,129196266,id449
2,188499854,188502250,id450
7,15427246,15431191,id451
14,58210323,58238973,id452
15,98546381,98551209,id453
1,602486,604132,id454
6,116870270,116939214,id455
13,26114737,26116221,id456
12,25242783,25246319,id457
12,34278153,34317879,id458
6,9099985,9103270,id459
8,13933933,13935177,id460
6,170707700,170708829,id461
21,38166425,38167508,id462
13,101786382,101790409,id463
11,105317360,105318452,id464
6,85728577,85729669,id465
20,22379243,22381776,id466
5,2663100,2679240,id467
1,69441986,69482979,id468
3,160919179,160921486,id469
5,141775290,141776620,id470
2,143578011,143579403,id471
1,122461430,122465841,id472
9,68046490,68048876,id473
19,35584298,35586075,id474
3,126938007,126939780,id475
2,188275408,188533766,id476
10,54988118,54989253,id477
3,142846691,142848060,id478
5,121698844,121700711,id479
2,211696506,211704431,id480
13,66715637,66791637,id481
3,85775600,85781795,id482
3,160109017,160115867,id483
21,39799757,39807219,id484
22,35951090,35958217,id485
7,60018553,60060845,id486
14,98390508,98398171,id487
3,192541639,192548749,id488
4,173162945,173165231,id489
6,27604213,27606670,id490
12,42787708,42789398,id491
12,92429628,92431867,id492
1,140967550,140969444,id493
1,43930787,43934494,id494
19,7887648,7888856,id495
10,75797134,75798294,id496
14,98411322,98412566,id497
1,185097421,185101180,id498
6,93916019,93925053,id499
9,60118189,60121886,id500
13,69786459,69811249,id501
9,47233402,47235304,id502
3,70591435,70593127,id503
3,63725473,63726485,id504
13,92496232,92499091,id505
7,90289795,90290816,id506
7,126102104,126154798,id507
5,66888769,66891009,id508
15,53354999,53356020,id509
1,122533476,122535192,id510
17,76409876,76562149,id511
14,72649718,72651082,id512
1,135192965,135195763,id513
14,88047963,88049190,id514
2,100919559,100920825,id515
8,7090454,7093062,id516
2,66875809,66879781,id517
20,20793526,20795320,id518
11,99843976,99871077,id519
12,64535129,64543614,id520
2,100221030,100231320,id521
16,20800256,20805370,id522
5,77428051,77430002,id523
9,97612740,97621785,id524
18,78601515,78624299,id525
10,66347235,66349213,id526
3,68835735,68855597,id527
7,50599699,50618906,id528
1,62694495,62696321,id529
8,78132387,78133599,id530
3,124885108,124886222,id531
13,14318685,14320859,id532
15,74336113,74338871,id533
22,16333933,16335046,id534
15,30414003,30415462,id535
15,81070446,81071617,id536
4,19903521,19940735,id537
3,131817916,131820541,id538
11,1490423,1492804,id539
17,47285214,47286764,id540
6,41468533,41470141,id541
4,140455571,140456618,id542
6,24535632,24539340,id543
6,146679296,146680677,id544
5,22278241,22284719,id545
16,12183712,12186746,id546
4,138409670,138411383,id547
22,37241477,37247749,id548
9,49624548,49741995,id549
10,129095543,129097567,id550
1,154857561,154860315,id551
1,69360626,69494519,id552
1,211808160,211918440,id553
11,25989367,25990416,id554
11,78957092,78958165,id555
1,115696526,115699223,id557
11,7965816,7967866,id558
21,14006021,14007889,id559
22,21936972,21938320,id560
8,76128578,76130494,id561
3,119898011,119899828,id562
3,71825803,71827176,id564
6,31978336,31980577,id565
14,34196539,34209005,id566
10,126891540,126893964,id567
10,67345261,67347673,id568
1,125045061,125063341,id569
3,58033285,58037027,id570
19,5433075,5434303,id571
1,193985078,193996550,id572
1,94846373,94847941,id573
1,37770673,37779783,id574
2,193548985,193552021,id575
5,57683070,57781398,id576
21,7179353,7238964,id577
15,43770649,43809275,id578
1,130961895,130988141,id579
3,83179796,83194445,id580
2,199809018,199811094,id581
15,54449727,54454647,id582
12,98499767,98514646,id583
17,61837856,61839159,id584
17,4774636,4776120,id585
17,24962839,24964772,id589
7,43910322,43912253,id590
19,3725042,3726232,id592
5,122079876,122081185,id593
9,28945950,28947038,id594
12,94389142,94390233,id595
10,104189187,104190402,id596
8,73672752,73673820,id597
4,123590655,123591927,id598
2,127194692,127227396,id599
3,58888854,58891994,id600
10,126744602,126746562,id601
15,23557270,23559315,id602
11,40477197,40478844,id603
6,167740607,167741976,id604
16,36261289,36263421,id605
1,117972185,117973486,id606
18,14643239,14644679,id607
4,89534279,89535508,id608
18,56671422,56674550,id609
4,72891331,72945888,id610
4,61613519,61630927,id611
13,92928351,92929866,id612
10,119482854,119484118,id613
6,111755132,111758308,id614
20,61799321,61801386,id615
14,91307345,91309389,id616
10,82854215,82856020,id617
3,43206344,43208262,id618
7,28334193,28335829,id619
12,36508377,36509426,id620
1,232945893,232949367,id621
10,127846736,127848334,id622
3,162410635,162411995,id623
12,126630569,126631797,id624
2,136809997,136815023,id625
2,124053670,124065700,id626
3,58305688,58308788,id627
8,16150829,16153829,id628
7,139781545,139783228,id629
1,234983199,234984701,id630
1,72113981,72115083,id631
6,94242758,94264262,id632
18,43873891,43875549,id633
19,47585795,47587728,id634
13,73567791,73570766,id635
17,52813698,52814723,id636
5,162468211,162470402,id637
3,153655529,153659326,id638
2,84503365,84504495,id639
6,34127284,34128285,id640
13,30688879,30690135,id641
14,2528248,2529533,id642
9,70185294,70190067,id643
1,53820397,53821915,id644
9,46829622,46831071,id645
9,7546105,7547537,id646
22,13957222,13959538,id647
12,45462829,45465144,id648
6,165534000,165535092,id649
9,23224991,23226048,id650
19,260867,263827,id651
7,110505188,110507074,id652
3,108295060,108296102,id653
3,74421511,74422857,id654
10,8728402,8729569,id655
8,30095174,30096413,id656
19,4205357,4206643,id657
5,111773838,111776528,id658
7,137411360,137412862,id659
2,103104079,103108533,id660
7,86920327,86921879,id661
2,196454665,196465192,id662
7,7721821,7725971,id663
1,202647946,202650353,id664
2,134669881,134670943,id665
6,31947809,31949315,id666
17,69637921,69639119,id667
7,29566009,29567496,id668
13,94046604,94054629,id669
6,144519105,144560161,id670
6,24524711,24532741,id671
6,113973649,113974845,id672
2,20477499,20484150,id673
4,113516950,113523936,id674
11,117338380,117344951,id675
16,32881987,32909865,id676
8,116843459,116846236,id677
1,36968590,37002725,id678
14,64417597,64420349,id679
5,90379000,90392561,id680
7,82293976,82308265,id681
10,38463800,38467337,id682
8,77844018,77845412,id683
3,133047994,133049841,id684
1,247567905,247570302,id685
1,92555276,92578068,id686
5,52350742,52352149,id687
9,88499844,88501101,id688
5,25356654,25358257,id689
5,103738998,103740468,id690
10,49837397,49838568,id691
2,101602348,101605718,id692
1,120698275,120700397,id693
15,5388305,5389377,id694
10,36618227,36620496,id695
16,89142499,89145100,id696
1,101811876,101815666,id697
19,19448444,19451311,id698
7,144915196,144917502,id699
1,86631606,86665856,id700
21,3581683,3661042,id701
7,138164521,138337438,id702
6,92654672,92685251,id703
2,169754622,170067533,id704
11,124083445,124349994,id705
12,81893834,82019487,id706
7,58237592,58271964,id707
20,45331640,45337663,id708
11,81596658,81599014,id709
11,59150337,59173964,id710
4,7160156,7171867,id711
11,42770641,42785862,id712
14,11299702,11324144,id713
12,110325994,110338718,id714
6,146241981,146599854,id715
1,44609741,44765054,id716
5,59540564,59559012,id717
5,22613869,22825609,id718
3,122945405,123058358,id719
10,54853612,54855849,id720
5,122630669,122812676,id721
22,46086477,46097160,id722
10,88621154,89045149,id724
15,62194050,62438524,id725
6,23335947,23443484,id726
13,98528776,98905632,id727
11,103003926,103007877,id728
5,22589998,22687572,id729
7,29898642,29920393,id730
4,14122402,14131873,id731
18,50108820,50115526,id732
19,6021835,6193836,id733
6,56613616,56668220,id734
10,36421670,36621414,id735
20,7592626,7665889,id736
4,118786661,118821687,id737
6,146537999,146602695,id738
8,135904329,136146914,id739
15,24505200,24584364,id740
13,22182589,22290953,id741
16,32937163,32971056,id742
1,175456558,175465751,id743
6,154670393,154671600,id744
2,216898248,216900933,id745
6,85219107,85222121,id746
5,153891814,153895076,id747
12,109822513,109846657,id748
11,78597220,78600882,id749
10,121861342,121862406,id750
10,125494461,125495944,id751
6,28239557,28240972,id752
13,22196555,22197862,id753
9,95605351,95606913,id754
8,122269576,122272445,id755
11,73651276,73692545,id756
3,166685824,166690580,id757
9,48800538,48810618,id758
11,14675535,14823198,id759
20,53913779,53915491,id760
6,131701539,131704618,id761
10,78665654,78742951,id762
12,28096406,28117297,id763
21,26154274,26155492,id764
14,27682218,27719344,id765
4,109942703,109948627,id766
19,58522206,58559320,id767
10,117157982,117161718,id768
4,5422265,5478786,id769
3,138888877,138890334,id770
17,62341442,62351177,id771
1,149634469,149639148,id772
1,142492981,142863299,id773
11,17179493,17181850,id774
12,126511582,126513382,id775
14,3913047,3961033,id776
20,17637764,17996169,id777
14,4410914,4414863,id778
11,131638598,131639620,id779
12,20129966,20131031,id780
1,187754781,187755852,id781
18,47082602,47348745,id782
7,110838656,110928730,id783
2,128545599,128708574,id784
8,69164534,69174097,id785
7,40212330,40214738,id786
6,77358656,77461364,id787
4,129614192,129620265,id788
10,71728316,71730757,id789
13,93520233,93521337,id790
8,107624852,107731514,id791
6,100351543,100353992,id792
5,141787486,141790182,id793
3,140154289,140346699,id794
2,224236361,224285259,id795
11,98096424,98116406,id796
3,136049331,136055346,id797
1,70266362,70268140,id798
11,23462991,23464216,id799
5,120858148,120861118,id800
16,37572812,37576378,id801
2,233298681,233302226,id802
7,145008049,145009367,id803
15,99406249,99407758,id804
5,25002129,25004326,id805
6,67163240,67169618,id806
18,47806625,47810019,id807
14,95763809,95765780,id808
14,16053926,16069002,id809
2,227516813,227579890,id810
12,122136661,122374797,id811
2,228269318,228309746,id812
8,44184422,44185551,id813
3,134037389,134038514,id814
5,121620236,121938946,id815
1,51632614,51862042,id816
2,192953538,192957540,id817
4,76047543,76405450,id818
11,28701975,29131111,id819
10,26003173,26119335,id820
3,67825485,67826938,id821
7,3300359,3301829,id822
1,215418382,215419819,id823
11,21701720,21702835,id824
8,70692619,70693648,id825
1,244912547,244914253,id826
21,28798379,28800310,id827
11,70384920,70386342,id828
3,55731638,55733014,id829
11,111888348,111889733,id830
5,11421096,11474744,id831
9,64259569,64266906,id832
6,54450338,54452045,id833
6,51437100,51438556,id834
6,71122843,71125495,id835
5,67599482,67600909,id836
2,16167131,16168637,id837
4,26383831,26385835,id838
11,42744001,42745129,id839
15,44250605,44251732,id840
14,59058894,59060138,id841
4,111054995,111060464,id842
5,89428541,89429869,id843
16,83399755,83402158,id844
3,46413648,46417667,id845
14,99669704,99673570,id846
3,8426263,8447507,id847
4,59901338,59910958,id848
18,52029139,52031390,id849
5,113082873,113084974,id850
9,31357279,31359445,id851
17,14659093,14661682,id852
4,111977053,111979631,id853
10,26950499,26952709,id854
12,36576001,36577326,id855
3,172300787,172301998,id856
12,34946633,34948649,id857
2,34060367,34061546,id858
3,81980284,82010844,id859
9,129514665,129522316,id860
7,93929362,93932095,id861
6,59195475,59197084,id862
18,36124920,36126097,id863
1,141219164,141223297,id864
18,25770327,25771640,id865
2,20563431,20565357,id866
3,56002852,56004669,id867
13,99058053,99059135,id868
6,11300598,11326794,id869
2,236553085,236557033,id870
1,135269919,135271569,id871
19,46588288,46589315,id872
3,122976745,122978935,id873
11,30801795,30803176,id874
13,58030935,58032730,id875
18,70886944,70888513,id876
6,100772695,100774328,id877
12,129119011,129122663,id878
20,3335923,3337655,id879
15,31486616,31487974,id880
9,133428728,133430457,id881
22,48336625,48337677,id882
18,42486978,42488022,id883
1,219901527,219903200,id884
11,106442372,106444048,id885
15,42865077,42867055,id886
11,113499943,113501465,id887
6,60487368,60489714,id888
6,161088230,161090608,id889
6,53507917,53510627,id890
8,20705772,20708532,id891
8,7174310,7177167,id892
2,169576693,169579149,id893
12,13011232,13012302,id895
5,84086366,84089331,id896
1,89178538,89179921,id897
3,184927973,184929694,id898
4,87439706,87444800,id899
3,77252437,77253837,id900
11,97908235,97910339,id901
7,83589233,83598253,id902
7,15574345,15576597,id903
1,142184321,142186947,id904
15,55163981,55165377,id905
5,6349461,6351245,id906
11,58134159,58135870,id907
1,51388104,51390140,id908
15,42477413,42479709,id909
20,12961625,12963035,id910
2,27896301,27898042,id911
5,14711404,14716803,id912
6,60395048,60397686,id913
2,45482200,45483823,id914
1,45147760,45150424,id915
2,48644798,48646917,id916
7,20601617,20602723,id917
7,117870809,117874052,id918
20,2128866,2130559,id919
18,54607018,54608763,id920
17,65846484,65848688,id921
1,197286556,197287584,id922
16,70635022,70636468,id923
5,51584474,51586365,id924
2,237003385,237005792,id925
3,127961265,127963151,id926
8,6536743,6537983,id927
16,31642071,31645804,id928
8,139795005,139796260,id929
4,174288389,174289715,id930
6,128080678,128082040,id931
1,40734907,40736201,id932
20,3877912,3879176,id933
12,72291231,72293073,id934
13,100995200,100996217,id935
2,52967135,52969164,id936
17,22190290,22191639,id937
18,7663637,7664773,id938
6,158843476,158846279,id939
14,53283261,53284334,id940
2,204749451,204752040,id941
1,104080457,104083186,id942
6,123347842,123348998,id943
3,25101121,25102491,id944
9,94422383,94423682,id945
3,43139849,43141148,id946
4,97420662,97422273,id947
9,38489973,38491058,id948
7,23870956,23872215,id949
8,36874802,36877487,id950
4,59840381,59842684,id951
22,38241089,38242229,id952
4,167325382,167326909,id953
5,18173083,18174516,id955
5,30549686,30551688,id956
6,33220102,33221426,id957
2,6381144,6382237,id958
12,38216804,38217897,id959
17,45591642,45593021,id960
15,81586593,81588208,id961
3,81357831,81359235,id962
18,45206237,45207304,id963
7,63632303,63633541,id964
1,2269670,2277456,id965
16,80739001,80747926,id966
22,39659489,39660652,id967
15,96995332,96997407,id968
6,112376136,112377531,id969
20,6468382,6469459,id970
3,58790313,58793953,id972
7,54079308,54081891,id973
3,48552941,48563421,id974
16,83810920,83812959,id975
14,80186550,80187690,id976
3,148166222,148172040,id977
4,78070085,78075375,id978
11,121043172,121045357,id979
2,107497373,107499895,id980
22,18446714,18455671,id981
1,228334105,228336100,id982
21,2388864,2397443,id983
5,40459527,40468834,id984
19,32735760,32739216,id985
12,83749833,83756004,id986
12,52828630,52850106,id987
5,158231934,158243340,id988
1,166967654,166969589,id990
6,10213810,10214980,id991
5,125865054,125866350,id992
13,57968436,57971741,id993
1,189963722,189966256,id994
6,75528593,75529710,id995
12,101299518,101300609,id996
2,28978798,28979868,id997
1,183091929,183092999,id998
2,61326395,61339678,id999
1,229056000,229068836,id1000
1,161702953,161704235,id1002
11,48206098,48207519,id1003
1,150766556,150767944,id1004
13,18605375,18607401,id1006
4,9324705,9326690,id1007
4,122982163,122988631,id1008
3,123968416,123976189,id1009
6,152051948,152106289,id1010
4,173547629,173611273,id1011
11,63046443,63092025,id1012
4,149576257,149627402,id1013
6,105170956,105176613,id1014
2,171830643,171832353,id1015
12,63225872,63227267,id1016
1,121025208,121027919,id1017
7,146468157,146469930,id1018
9,34835632,34837880,id1019
14,8702829,8704469,id1020
6,143825585,143826617,id1021
6,49022708,49024420,id1022
10,68536026,68541393,id1023
1,206366877,206368744,id1024
16,42961148,42973267,id1025
3,146068856,146070544,id1026
1,152376673,152385954,id1027
15,72192354,72198588,id1028
9,125079956,125081128,id1029
3,106632539,106634203,id1030
13,1948041,1956038,id1031
2,76616108,76621396,id1032
2,120909488,120916868,id1033
18,11343066,11352002,id1034
21,25998548,25999686,id1035
4,30118323,30119655,id1036
2,43615538,43647158,id1037
12,122787111,122788217,id1038
13,67072333,67080282,id1039
8,17479688,17512269,id1040
1,52713568,52715122,id1041
7,46436622,46441861,id1042
16,77121121,77122985,id1043
3,117708450,117709590,id1044
1,206082235,206083301,id1045
7,129279097,129280479,id1046
3,845543,847262,id1047
15,31426474,31436135,id1048
4,23672152,23673268,id1049
7,140648808,140650476,id1050
3,166692211,166693833,id1051
3,33093171,33096423,id1052
1,133146731,133153677,id1053
6,109594727,109598503,id1054
10,32965167,32966783,id1055
13,111345799,111350794,id1056
11,9034126,9038352,id1057
15,37182169,37184193,id1058
15,70303235,70304332,id1059
1,220047236,220054618,id1060
7,1630778,1634307,id1061
5,82743390,82767209,id1062
13,64973748,64975553,id1063
1,213321650,213323926,id1064
20,52418005,52424183,id1065
1,94397188,94398415,id1066
4,147978803,147979863,id1067
5,154844670,154845760,id1068
2,125317932,125324084,id1069
1,23108564,23110034,id1070
10,74390136,74391344,id1071
6,29311718,29313371,id1072
3,151400809,151403803,id1073
11,113725615,113728033,id1074
10,99422343,99423447,id1075
4,53140016,53141064,id1076
4,10301658,10303619,id1077
17,38277232,38278828,id1078
2,186787596,186790190,id1079
7,54545838,54547137,id1080
7,130565179,130566218,id1081
10,105269707,105271073,id1082
2,174558180,174559298,id1083
13,56560211,56582596,id1084
2,54355746,54356969,id1085
14,56035262,56062465,id1086
17,22946914,22969090,id1087
15,74367250,74369469,id1088
8,43802409,43803974,id1089
13,97364162,97366647,id1090
