chr,coor_s,coor_e,ids
21,43142362,43143692,id98
5,55186070,55187350,id99
14,61754426,61756022,id100
1,236038387,236039534,id101
8,2253259,2255014,id102
4,172197226,172198479,id103
5,158507008,158509960,id104
9,53669458,53671138,id105
18,7531175,7532218,id106
2,86456638,86458144,id107
15,77338596,77341713,id108
11,123957039,123958256,id109
1,120129020,120130802,id110
3,155371517,155373275,id111
10,103806600,103807818,id112
5,165050238,165051923,id113
13,23799078,23800593,id114
6,164986459,164988222,id115
7,90087639,90088660,id116
9,108334039,108335736,id117
3,27917027,27919963,id118
5,86481908,86483665,id119
4,99225914,99229103,id120
19,47917170,47918856,id121
11,71971966,71974506,id122
2,44535768,44537010,id123
10,82491955,82494991,id124
12,1502608,1503723,id125
1,206260903,206261916,id126
8,66180978,66183493,id127
13,94817360,94818699,id128
13,486209,487627,id129
15,45523136,45525024,id130
8,130213563,130216954,id131
8,107064289,107065829,id132
6,141762483,141763585,id133
5,136706371,136707644,id134
4,134166639,134169032,id135
1,236791007,236793234,id136
8,13416053,13417299,id137
10,107136313,107142905,id138
19,34155993,34157985,id139
5,66037241,66053583,id140
1,203199862,203201306,id142
2,149125703,149142033,id143
1,6871162,6873176,id144
11,54843618,54849782,id145
3,27194268,27197228,id146
1,162835230,162836787,id147
8,19893808,19895236,id148
1,129671337,129674059,id149
1,124109942,124111861,id150
1,162636968,162638094,id151
12,90980122,90981781,id152
4,121593002,121599012,id153
12,117470201,117471561,id154
15,90087276,90091655,id155
22,11223398,11225231,id156
9,68594085,68597047,id157
8,138762082,138763467,id158
2,166959034,166960169,id159
12,113437037,113499177,id160
1,203771445,203800069,id161
1,55053384,55054879,id162
3,92338946,92394637,id163
12,93290432,93320025,id164
16,84719139,84721208,id165
15,9563236,9567436,id166
15,81950546,81951625,id167
15,56445931,56447997,id168
2,10528923,10530534,id169
22,17427056,17428561,id170
21,41985138,41986683,id171
14,100942023,100943347,id172
1,206566636,206568128,id173
20,56192379,56193576,id174
22,42003722,42005127,id175
8,80834391,80835646,id176
10,10062225,10063758,id177
22,24903847,24904879,id178
9,68978908,68980739,id179
10,2476615,2479051,id180
18,32917393,32918658,id181
11,21898107,21899184,id182
3,20052660,20057686,id183
4,60035364,60037489,id184
5,19943574,19945706,id185
10,117085219,117086871,id186
7,85028825,85032583,id187
8,21016069,21017378,id188
2,47757987,47761086,id189
21,6062296,6064048,id190
3,46023435,46025485,id191
4,55897096,55899286,id192
5,30953265,30954517,id193
15,10594071,10595565,id194
15,37539880,37540957,id195
2,96969728,96970842,id196
7,126355170,126356907,id197
9,122248011,122249311,id198
3,104133275,104134807,id199
13,32224462,32225665,id200
5,17340943,17342156,id201
11,2321934,2324101,id202
19,11151797,11153663,id203
4,24391045,24392170,id204
7,55150752,55151793,id205
11,6324459,6326644,id206
21,2758964,2762092,id207
12,26551451,26554414,id208
4,161054452,161057037,id209
1,220550762,220551980,id210
6,25279013,25280920,id211
7,106318556,106320994,id212
11,45743421,45747564,id213
10,22098485,22099860,id214
12,58662017,58711308,id215
11,40030594,40338165,id216
2,192019908,192021729,id217
5,162353371,162382822,id218
15,3312160,3318315,id219
1,41005398,41007425,id220
20,4589529,4633328,id221
4,51616021,51644248,id222
2,28128076,28134170,id223
15,38600100,38603642,id224
16,75079686,75113829,id225
19,45882497,45884333,id226
4,99714106,99752233,id227
5,88797458,88808298,id228
14,55321316,55322429,id229
13,92532238,92550091,id230
9,80544415,80546314,id231
8,112423209,112426796,id232
1,204945849,204947636,id233
3,120903801,120905621,id234
2,97061713,97062851,id235
10,36570110,36571249,id236
4,79552640,79554614,id237
3,49979659,49986777,id238
3,25204042,25207395,id239
16,34335998,34339753,id240
12,59412028,59413789,id241
7,55055793,55056944,id242
4,127834819,127836809,id243
2,194554473,194557099,id244
1,112610647,112612681,id245
8,13062155,13064138,id246
7,24994161,24995210,id247
2,209111820,209113695,id248
1,239868004,239870086,id249
1,95800372,95802777,id250
15,21962151,21968085,id251
7,35765671,35774535,id252
5,15250439,15328547,id253
3,157056157,157162600,id254
2,155571117,155573590,id255
6,95268514,95269788,id256
6,6929326,6930425,id257
3,59275212,59276307,id258
5,176017268,176018568,id259
3,109040220,109137869,id260
4,135533911,135559298,id261
13,90187486,90276424,id262
1,90097014,90098669,id263
3,111688932,111693169,id265
13,111614165,111616210,id266
8,56575653,56577142,id267
2,217510023,217511827,id268
1,97977253,97978333,id269
20,50656167,50657797,id270
13,95843312,95844781,id271
22,36203576,36204873,id272
4,105403114,105404770,id273
6,48317601,48319223,id274
1,217681031,217683344,id275
10,2742996,2744210,id276
4,168615487,168688491,id277
1,234703198,234705203,id278
12,109419019,109420655,id279
1,152679072,152681268,id280
5,178034084,178035663,id281
18,35166048,35167825,id282
2,12423148,12424626,id283
3,140394091,140426370,id284
4,6547504,6573362,id285
2,242009428,242011319,id286
14,52569868,52596514,id287
10,76086975,76630824,id288
9,86431604,86854260,id289
17,71905338,72354432,id290
7,24368452,24379333,id291
20,54456607,54519028,id292
2,150264863,150271919,id293
1,63761882,63776593,id294
2,22827718,22889288,id295
9,71360616,71368572,id296
7,52226711,52347534,id297
18,65956438,65961753,id298
7,147156886,147230772,id299
7,82510337,82629416,id300
1,151687088,151959999,id301
2,70086892,70088504,id302
16,75047108,75051805,id303
9,74736644,74781369,id304
4,143907369,143925026,id305
3,190442929,190447869,id306
15,69216747,69227751,id307
15,44072331,44428911,id308
17,63668219,63780881,id309
7,148312968,148379016,id310
16,46641944,47472293,id311
12,91848602,92817443,id312
2,75974700,76049427,id313
11,52550863,52553393,id314
13,68991625,69078483,id315
8,31509531,31523977,id316
7,78477413,78481240,id317
13,7476098,7481311,id318
9,67005816,67858008,id319
4,131830094,131981543,id320
4,145535047,145543791,id321
17,24354187,24355734,id322
7,131121544,131123193,id323
1,218961267,218965928,id324
10,124378570,124379751,id325
3,23243047,23245872,id326
22,17906294,17995571,id327
13,25761078,26044458,id328
3,197169673,197222175,id329
3,186885900,186925707,id330
10,78618160,78655084,id331
18,12845369,13774968,id332
19,57938337,58415305,id333
4,99960524,99986610,id334
5,159234297,159236817,id335
2,147669793,147671365,id336
3,187891981,187893650,id337
10,3999422,4000469,id338
6,38034726,38039020,id339
9,25780031,25784846,id341
14,90790723,90796516,id342
4,90394488,90395724,id343
12,64380729,64381970,id344
14,31887502,31888589,id345
10,121893245,121894319,id346
6,63412450,63414201,id347
4,19905606,19907147,id348
5,127616978,127643226,id349
4,49828894,49852666,id350
17,7459030,7460390,id351
5,150445805,150449260,id352
3,106720469,106723698,id353
5,26006040,26007085,id354
10,2938928,2940535,id355
11,122112598,122114358,id356
8,85470012,85480595,id358
2,34265215,34277706,id359
17,4976813,4978193,id360
18,62724455,62729256,id361
3,79860395,79861723,id362
4,114777815,114781254,id363
22,1856355,1857690,id364
8,118692113,118693906,id365
3,148088938,148103449,id366
13,81302531,81304348,id367
11,92593194,92598264,id368
9,49928731,49930963,id369
18,79452392,79455019,id370
5,115018346,115019492,id371
15,69083770,69096209,id372
16,40544091,40545872,id373
5,174413052,174414885,id374
3,188477202,188478314,id375
15,33756527,33758747,id376
16,55151382,55153170,id377
10,69273896,69275093,id378
16,72044,96053,id379
12,17173009,17199913,id380
16,43157160,43177668,id381
11,53198337,53211137,id382
2,100326608,100327924,id383
15,50921937,50923592,id384
4,132240780,132241926,id385
8,14302334,14305209,id386
6,85090033,85091397,id387
2,765881,767550,id389
1,107423783,107426189,id390
5,107100195,107101875,id391
3,188734283,188735336,id392
4,146130091,146131257,id393
16,28832324,28833782,id394
21,10484377,10486049,id395
7,116000643,116039099,id398
3,90461495,90463049,id399
14,22073489,22075829,id400
7,157434095,157435528,id401
20,21999371,22001126,id402
5,172112586,172114041,id403
10,89409673,89414393,id404
16,88301359,88302498,id405
8,20513526,20516354,id406
1,2954694,2960772,id407
7,14683635,14691286,id408
19,23322001,23323315,id409
11,23843017,23844444,id410
18,51419935,51421148,id411
14,61307576,61312510,id412
4,182868541,182870769,id413
7,96483607,96484906,id414
21,1970528,1971959,id415
11,34579767,34580926,id416
19,54715939,54718585,id417
6,15450625,15451649,id418
17,213652,214905,id419
3,626699,628211,id420
7,108732811,108734524,id421
3,74964690,74966564,id422
19,46101087,46103097,id423
15,74784027,74785439,id424
10,3233871,3235950,id425
13,52904352,52906278,id426
13,14168182,14169217,id427
15,55415886,55417930,id428
11,104048975,104051522,id429
5,74375547,74377905,id430
19,39715292,39717793,id431
8,124684403,124687142,id432
4,2183834,2197550,id433
6,156475941,156477166,id434
7,48180233,48181585,id435
7,123687938,123689819,id436
16,442928,445914,id437
16,49033979,49035002,id438
10,27670884,27671996,id439
19,26690094,26692947,id440
7,75071278,75072801,id441
9,117751527,117753229,id442
5,54449658,54450914,id443
5,4419058,4420535,id444
1,26557261,26559292,id445
6,87017243,87018368,id446
5,169396190,169397258,id447
5,102474477,102476144,id448
17,77633410,77635158,id449
9,129286927,129289323,id450
4,94089718,94093663,id451
10,14852482,14881132,id452
1,219550446,219555274,id453
4,136362692,136364338,id454
21,9006888,9075832,id455
6,132333542,132335026,id456
1,168395409,168398945,id457
7,11710868,11750594,id458
1,207191227,207194512,id459
3,86320951,86322195,id460
15,40322124,40323253,id461
9,88827150,88828233,id462
8,107395713,107399740,id463
14,106958867,106959959,id464
9,14517541,14518633,id465
3,77910216,77912749,id466
9,13123932,13140072,id467
17,49405280,49446273,id468
15,63585104,63587411,id469
5,166882854,166884184,id470
8,42161050,42162442,id471
5,37049229,37053640,id472
15,66322404,66324790,id473
11,60821512,60823289,id474
16,57015783,57017556,id475
9,121008529,121266887,id476
8,20717520,20718655,id477
5,16964012,16965381,id478
14,3251952,3253819,id479
1,89924128,89932053,id480
5,123132669,123208669,id481
2,68252238,68258433,id482
8,23905996,23912846,id483
4,30747494,30754956,id484
10,60276227,60283354,id485
6,85055433,85097725,id486
12,132916682,132924345,id487
14,97776846,97783956,id488
3,125972012,125974298,id489
7,118460869,118463326,id490
2,112384108,112385798,id491
9,9250403,9252642,id492
16,73128943,73130837,id493
1,92917124,92920831,id494
1,181488596,181489804,id495
3,132087947,132089107,id496
3,75156471,75157715,id497
21,27169841,27173600,id498
15,25040657,25049691,id499
3,170670025,170673722,id500
5,72615503,72640293,id501
4,17039551,17041453,id502
21,33625136,33626828,id503
4,134378730,134379742,id504
11,36072461,36075320,id505
17,8936125,8937146,id506
8,5618501,5671195,id507
8,116349088,116351328,id508
2,132994048,132995069,id509
1,62092535,62094251,id510
20,21221642,21373915,id511
5,108583573,108584937,id512
6,43485085,43487883,id513
4,176380273,176381500,id514
1,199348648,199349914,id515
8,140836253,140838861,id516
7,138313810,138317782,id517
17,800905,802699,id518
11,38907430,38934531,id519
6,13384749,13393234,id520
6,4584435,4594725,id521
16,2751470,2756584,id522
11,116899506,116901457,id523
1,113935256,113944301,id524
15,101175237,101198021,id525
15,21697619,21699597,id526
21,3485362,3505224,id527
19,5989943,6009150,id528
9,91390913,91392739,id529
1,245204197,245205409,id530
2,9608269,9609383,id531
2,240178873,240181047,id532
7,51198725,51201483,id533
19,13565282,13566395,id534
1,128843393,128844852,id535
5,154014179,154015350,id536
11,103735497,103772711,id537
14,66305933,66308558,id538
7,9425487,9427868,id539
2,235700445,235701995,id540
16,84511325,84512933,id541
9,56356757,56357804,id542
3,56292116,56295824,id543
1,36155638,36157019,id544
5,149537765,149544243,id545
10,120039241,120042275,id546
21,28534621,28536334,id547
9,124419125,124425397,id548
11,97916659,98034106,id549
7,147652932,147654956,id550
4,43723358,43726112,id551
9,122337803,122471696,id552
13,95074911,95185191,id553
15,74899689,74900738,id554
6,36843086,36844159,id555
8,68395568,68398265,id557
12,16120416,16122466,id558
1,10341898,10343766,id559
3,161631234,161632582,id560
5,160866313,160868229,id561
1,163991485,163993302,id562
1,95195306,95196679,id564
14,1382639,1384880,id565
5,78262600,78275066,id566
5,159008484,159010908,id567
12,71064595,71067007,id568
4,127526193,127544473,id569
5,21817057,21820799,id570
20,12448330,12449558,id571
11,74480299,74491771,id572
8,20801021,20802589,id573
3,82677376,82686486,id574
1,81565648,81568684,id575
6,80996264,81094592,id576
4,75870033,75929644,id577
10,63562544,63601170,id578
10,9278132,9304378,id579
10,29016063,29030712,id580
8,39058125,39060201,id581
21,34056714,34061634,id582
20,18635393,18650272,id583
4,61159792,61161095,id584
5,175116530,175118014,id585
19,5578039,5579972,id589
6,84723858,84725789,id590
2,211259446,211260636,id592
1,227722672,227723981,id593
18,37444394,37445482,id594
10,80979713,80980804,id595
19,46831401,46832616,id596
6,51747375,51748443,id597
9,124822239,124823511,id598
1,156639512,156672216,id599
12,59331183,59334323,id600
22,10424356,10426316,id601
2,104797266,104799311,id602
11,7760562,7762209,id603
10,108936646,108938015,id604
4,31849519,31851651,id605
1,24389605,24390906,id606
9,75658516,75659956,id607
4,60757974,60759203,id608
3,164079529,164082657,id609
13,94307524,94362081,id610
19,53522296,53539704,id611
5,49084655,49086170,id612
7,49043903,49045167,id613
8,5107285,5110461,id614
11,26854152,26856217,id615
3,67243606,67245650,id616
22,15166893,15168698,id617
13,16837914,16839832,id618
3,44695348,44696984,id619
6,55714814,55715863,id620
5,176271070,176274544,id621
1,184479241,184480839,id622
2,33666249,33667609,id623
17,11598795,11600023,id624
10,129916614,129921640,id625
10,4680927,4692957,id626
4,1748951,1752051,id627
1,60420016,60423016,id628
7,79360559,79362242,id629
18,1545422,1546924,id630
8,29606964,29608066,id631
5,15713119,15734623,id632
11,131743879,131745537,id633
2,84731648,84733581,id634
1,248886473,248889448,id635
2,30355551,30356576,id636
9,33098880,33101071,id637
12,108072189,108075986,id638
13,45138594,45139724,id639
20,27486467,27487468,id640
14,52743453,52744709,id641
8,137038925,137040210,id642
3,148431337,148436110,id643
1,9022961,9024479,id644
18,40095259,40096708,id645
18,44583148,44584580,id646
16,70178220,70180536,id647
15,85124611,85126926,id648
15,26887900,26888992,id649
14,43445174,43446231,id650
9,49612424,49615384,id651
7,133420832,133422718,id652
8,68840446,68841488,id653
3,3978854,3980200,id654
1,10147803,10148970,id655
17,5567819,5569058,id656
1,25266004,25267290,id657
7,82256874,82259564,id658
11,58906245,58907747,id659
3,189043737,189048191,id660
3,24704730,24706282,id661
8,39836310,39846837,id662
5,132730449,132734599,id663
7,2715603,2718010,id664
13,78953197,78954259,id665
2,3356384,3357890,id666
8,123021045,123022243,id667
7,1170693,1172180,id668
4,61076171,61084196,id669
16,62188934,62229990,id670
10,61630512,61638542,id671
7,110099740,110100936,id672
8,11500789,11507440,id673
5,29711733,29718719,id674
4,107119601,107126172,id675
14,97929689,97957567,id676
10,120441710,120444487,id677
2,29407228,29441363,id678
4,16385441,16388193,id679
3,72559560,72573121,id680
12,98597466,98611755,id681
18,63028816,63032353,id682
3,125418946,125420340,id683
7,146213861,146215708,id684
3,195660154,195662551,id685
13,5041696,5064488,id686
5,141232915,141234322,id687
1,97411380,97412637,id688
5,169140441,169142044,id689
19,34810097,34811567,id690
3,68025893,68027064,id691
16,2715278,2718648,id692
5,2522821,2524943,id693
4,90921362,90922434,id694
9,128364459,128366728,id695
8,59495669,59498270,id696
1,26469159,26472949,id697
17,6019150,6022017,id698
4,46952960,46955266,id699
1,184352910,184387160,id700
12,9505444,9584803,id701
2,223698439,223871356,id702
4,1829164,1859743,id703
6,8225200,8538111,id704
3,31577843,31844392,id705
3,3577182,3702835,id706
1,198244493,198278865,id707
9,118117484,118123507,id708
6,16066450,16068806,id709
9,100164003,100187630,id710
2,77981823,77993534,id711
18,61044154,61059375,id712
10,29833933,29858375,id713
10,29425367,29438091,id714
13,23202249,23560122,id715
8,61094304,61249617,id716
12,100196174,100214622,id717
12,32173317,32385057,id718
2,14989788,15102741,id719
6,98966387,98968624,id720
4,36483244,36665251,id721
1,22174548,22185231,id722
1,244191247,244615242,id724
5,45041495,45285969,id725
12,39072421,39179958,id726
8,9528027,9904883,id727
21,20335981,20339932,id728
5,52624874,52722448,id729
18,78870771,78892522,id730
4,173566592,173576063,id731
5,65854049,65860755,id732
20,1398159,1570160,id733
19,41022032,41076636,id734
1,117366598,117566342,id735
3,7547684,7620947,id736
19,52637592,52672618,id737
2,77919096,77983792,id738
4,151132819,151375404,id739
12,129487462,129566626,id740
6,96628149,96736513,id741
5,168865698,168899591,id742
12,106605569,106614762,id743
18,6649381,6650588,id744
7,34674896,34677581,id745
22,38851103,38854117,id746
8,48317789,48321051,id747
3,159570944,159595088,id748
7,55280790,55284452,id749
8,27870948,27872012,id750
9,104259174,104260657,id751
12,84611715,84613130,id752
13,62287370,62288677,id753
8,4421852,4423414,id754
9,114116475,114119344,id755
19,35399428,35440697,id756
17,82048397,82053153,id757
12,97271874,97281954,id758
3,148848335,148995998,id759
2,136832086,136833798,id760
14,12452342,12455421,id761
9,56657153,56734450,id762
15,6427143,6448034,id763
18,52063984,52065202,id764
6,150675007,150712133,id765
9,65145507,65151431,id766
15,89802874,89839988,id767
5,149268045,149271781,id768
13,17018639,17075160,id769
14,88378078,88379535,id770
3,142843526,142853261,id771
12,130009857,130014536,id772
6,166101566,166471884,id773
2,136468237,136470594,id774
4,41040686,41042486,id775
2,53031305,53079291,id776
2,150226632,150585037,id777
3,156934661,156938610,id778
8,95594936,95595958,id779
2,31807655,31808720,id780
13,71168954,71170025,id781
2,233150530,233416673,id782
15,90683212,90773286,id783
2,153198646,153361621,id784
5,124528417,124537980,id785
2,10311624,10314032,id786
3,28735705,28838413,id787
6,24062812,24068885,id788
19,27732182,27734623,id789
14,38292322,38293426,id790
22,47054824,47161486,id791
1,39364817,39367266,id792
7,134957643,134960339,id793
1,211681364,211873774,id794
10,77440301,77489199,id795
9,56374269,56394251,id796
19,38621010,38627025,id797
1,80063000,80064778,id798
22,16468946,16470171,id799
1,83978282,83981252,id800
1,244286359,244289925,id801
1,146636614,146640159,id802
13,33002009,33003327,id803
9,112524105,112525614,id804
3,125285384,125287581,id805
9,52561858,52568236,id806
12,71595019,71598413,id807
10,24915367,24917338,id808
22,32985979,33001055,id809
7,124186812,124249889,id810
7,139718865,139957001,id811
3,81610323,81650751,id812
4,30592580,30593709,id813
10,94060184,94061309,id814
1,239590466,239909176,id815
10,67188510,67417938,id816
4,187184939,187188941,id817
1,11037821,11395728,id818
3,153266828,153695964,id819
10,60241616,60357778,id820
7,45265039,45266492,id821
2,171499797,171501267,id822
7,93857740,93859177,id823
7,130903535,130904650,id824
6,30414528,30415557,id825
12,44365165,44366871,id826
4,3642290,3644221,id827
7,30435789,30437211,id828
9,6898916,6900292,id829
11,39195449,39196834,id830
9,42548173,42601821,id831
14,72014433,72021770,id832
11,78574628,78576335,id833
17,11136895,11138351,id834
10,75679086,75681738,id835
2,6354780,6356207,id836
13,30260651,30262157,id837
4,112032629,112034633,id838
10,81959409,81960537,id839
2,150688111,150689238,id840
2,175827367,175828611,id841
11,85810552,85816021,id842
16,85403719,85405047,id843
11,85757197,85759600,id844
5,101707078,101711097,id845
2,228437778,228441644,id846
1,6075884,6097128,id847
11,123372888,123382508,id848
1,243855479,243857730,id849
1,159831396,159833497,id850
17,51130985,51133151,id851
16,25053556,25056145,id852
1,66389176,66391754,id853
21,14921174,14923384,id854
10,52706387,52707712,id855
2,231605987,231607198,id856
8,140834337,140836353,id857
3,191068944,191070123,id858
2,139963221,139993781,id859
2,116142735,116150386,id860
18,48586977,48589710,id861
12,30069725,30071334,id862
3,197884748,197885925,id863
5,141546367,141550500,id864
19,2590885,2592198,id865
13,5633740,5635666,id866
13,97421475,97423292,id867
14,72714891,72715973,id868
17,4439374,4465570,id869
1,55984547,55988495,id870
5,10095308,10096958,id871
18,58740122,58741149,id872
5,116787096,116789286,id873
5,176382094,176383475,id874
6,86886587,86888382,id875
11,67922091,67923660,id876
22,40957671,40959304,id877
9,36862013,36865665,id878
16,58397768,58399500,id879
14,48148350,48149708,id880
12,44349196,44350925,id881
8,49271335,49272387,id882
10,38976097,38977141,id883
15,27154248,27155921,id884
1,245385818,245387494,id885
8,59342352,59344330,id886
5,77474508,77476030,id887
8,34441322,34443668,id888
11,13366828,13369206,id889
14,95075672,95078382,id890
1,54933162,54935922,id891
6,21086613,21089470,id892
10,133322272,133324728,id893
22,21672610,21673680,id895
4,39450552,39453517,id896
4,23682932,23684315,id897
12,67327445,67329166,id898
9,40585761,40590855,id899
14,73267773,73269173,id900
4,82850368,82852472,id901
17,82860476,82869496,id902
13,90072678,90074930,id903
4,179864325,179866951,id904
20,55458374,55459770,id905
22,38255584,38257368,id906
8,24926168,24927879,id907
12,14530886,14532922,id908
6,69028547,69030843,id909
12,127326076,127327486,id910
19,907439,909180,id911
2,20817874,20823273,id912
18,35104570,35107208,id913
16,64596621,64598244,id914
7,80828466,80831130,id915
5,161344105,161346224,id916
20,41484135,41485241,id917
3,139580026,139583269,id918
2,46328972,46330665,id919
2,3698170,3699915,id920
11,101942994,101945198,id921
10,62659335,62660363,id922
3,58184030,58185476,id923
8,65635515,65637406,id924
14,43566831,43569238,id925
4,156845148,156847034,id926
2,173824575,173825815,id927
6,163910660,163914393,id928
2,46248365,46249620,id929
11,36699676,36701002,id930
12,131772800,131774162,id931
19,42372718,42374012,id932
5,97870288,97871552,id933
1,94030398,94032240,id934
1,164264863,164265880,id935
12,99363675,99365704,id936
4,91746706,91748055,id937
9,123751396,123752532,id938
6,86465742,86468545,id939
17,64403797,64404870,id940
3,39708869,39711458,id941
10,85652758,85655487,id942
2,1877689,1878845,id943
6,102432440,102433810,id944
12,27221654,27222953,id945
14,23201254,23202553,id946
3,51918312,51919923,id947
12,31085773,31086858,id948
4,184435559,184436818,id949
8,26481412,26484097,id950
4,170343848,170346151,id951
6,131435327,131436467,id952
7,64320735,64322262,id953
10,81229797,81231230,id955
10,11547320,11549322,id956
4,5529120,5530444,id957
3,86111065,86112158,id958
1,67256078,67257171,id959
9,37116720,37118099,id960
18,49092283,49093898,id961
10,97814677,97816081,id962
8,106578863,106579930,id963
4,22183720,22184958,id964
8,29025823,29033609,id965
8,91441276,91450201,id966
20,33772701,33773864,id967
4,76310550,76312625,id968
2,192151067,192152462,id969
1,126312132,126313209,id970
2,142054677,142058317,id972
1,26100210,26102793,id973
10,88732492,88742972,id974
7,47752941,47754980,id975
8,56418680,56419820,id976
1,246103791,246109609,id977
5,50578161,50583451,id978
20,13164817,13167002,id979
17,15201467,15203989,id980
2,110274785,110283742,id981
16,64709746,64711741,id982
1,150800998,150809577,id983
2,172009784,172019091,id984
2,234974370,234977826,id985
18,57786746,57792917,id986
12,35316493,35337969,id987
2,76339595,76351001,id988
3,17370758,17372693,id990
3,166164758,166165928,id991
15,67013925,67015221,id992
7,24332152,24335457,id993
4,90679971,90682505,id994
2,72861255,72862372,id995
2,48814051,48815142,id996
12,71857720,71858790,id997
18,75094014,75095084,id998
13,54851210,54864493,id999
1,194258659,194271495,id1000
5,51974318,51975600,id1002
3,139223734,139225155,id1003
4,150635850,150637238,id1004
7,56395133,56397159,id1006
13,87544887,87546872,id1007
18,5030680,5037148,id1008
14,11307827,11315600,id1009
8,121422172,121476513,id1010
15,51968898,52032542,id1011
5,181320323,181365905,id1012
2,31026615,31077760,id1013
7,21870473,21876130,id1014
1,165065831,165067541,id1015
12,17415409,17416804,id1016
5,21230430,21233141,id1017
6,63234848,63236621,id1018
10,37575763,37578011,id1019
8,87092631,87094271,id1020
15,46800306,46801338,id1021
20,44932847,44934559,id1022
14,16016904,16022271,id1023
1,173904461,173906328,id1024
6,15108343,15120462,id1025
5,176554464,176556152,id1026
19,34446880,34456161,id1027
5,117726302,117732536,id1028
2,145127457,145128629,id1029
12,38374781,38376445,id1030
18,33827834,33835831,id1031
5,105380366,105385654,id1032
2,33027478,33034858,id1033
19,18351903,18360839,id1034
6,149141989,149143127,id1035
2,59612901,59614233,id1036
9,44112523,44144143,id1037
3,119731548,119732654,id1038
2,141177437,141185386,id1039
12,115975403,116007984,id1040
10,125277304,125278858,id1041
7,24319183,24324422,id1042
17,11206934,11208798,id1043
4,173372854,173373994,id1044
12,92732740,92733806,id1045
12,70659922,70661304,id1046
8,143443898,143445617,id1047
1,65946231,65955892,id1048
18,60288426,60289542,id1049
15,44904794,44906462,id1050
13,6499053,6500675,id1051
2,48065815,48069067,id1052
20,18832173,18839119,id1053
10,109051838,109055614,id1054
9,16448663,16450279,id1055
18,48454511,48459506,id1056
7,108336803,108341029,id1057
11,19372932,19374956,id1058
5,111027503,111028600,id1059
15,80780189,80787571,id1060
8,46172019,46175548,id1061
1,92693258,92717077,id1062
17,53356394,53358199,id1063
10,37593565,37595841,id1064
15,69101207,69107385,id1065
11,71877492,71878719,id1066
5,124571295,124572355,id1067
18,60859095,60860185,id1068
20,44393446,44399598,id1069
4,53612848,53614318,id1070
13,44575753,44576961,id1071
12,96365515,96367168,id1072
10,9304750,9307744,id1073
6,115275181,115277599,id1074
4,160290118,160291222,id1075
12,50146786,50147834,id1076
13,20075029,20076990,id1077
2,225585244,225586840,id1078
10,92693813,92696407,id1079
8,77450034,77451333,id1080
14,30660984,30662023,id1081
6,63881462,63882828,id1082
5,138004891,138006009,id1083
13,62328106,62350491,id1084
6,134559976,134561199,id1085
2,117368135,117395338,id1086
7,15667822,15689998,id1087
3,111480863,111483082,id1088
11,9357042,9358607,id1089
20,36270474,36272959,id1090
